Seating Capacity,Average Meal Price,Social Media Followers,Revenue
30,54.24,35889,386555.37
40,42.95,22731,117095.74714402025
33,51.16,17490,386690.7
37,45.5,38445,386846.25
46,36.32,19372,386973.44
60,27.26,28584,387125.86
42,38.44,42077,387165.65
62,27.15,21061,387225.5
35,48.43,25036,387302.16
51,33.06,23061,387338.17
57,29.21,12643,387388.23
62,27.31,25395,387527.21
52,31.74,15482,387551.62
32,52.47,56190,387758.09
52,31.4,35426,388188.5
54,31.62,28862,388290.46
45,37.2,32877,388398.45
36,46.88,17296,388499.22
32,51.61,23030,388834.11
65,25.09,30726,388916.06
38,43.25,16347,388971.35
55,30.4,22126,389134.4
49,33.87,32679,389179.97
45,37.09,37473,389402.65
61,27.7,13472,389428.8
49,34.72,17542,389440.26
35,48.01,25963,389468.51
30,55.31,37623,43365.79019786466
43,38.51,43325,389664.15
38,43.98,26170,389684.6
55,30.31,49540,389776.93
34,49.22,38516,389873.3
65,26.48,17569,389891.07
63,26.99,34437,389925.84
42,39.33,24909,389940.12
46,35.62,38109,390188.05
51,31.75,38514,390215.2
30,56.67,20586,390229.64
34,50.7,18042,390362.4
38,42.85,35699,390538.2
30,55.68,25423,390620.89
44,37.55,20478,390706.45
41,40.23,15084,390809.29
42,40.46,16112,390980.12
56,30.11,26447,391228.59
55,31.02,32370,391250.14
51,32.41,15886,391393.08
35,48.59,20586,391566.64
52,32.29,50664,391666.52
42,39.98,19997,391783.09
50,33.2,50034,391835.0
33,50.97,22795,392018.97
32,53.33,29777,392170.36
30,55.4,36989,392264.55
62,26.84,44352,392312.08
50,33.24,43412,392404.98
68,25.21,18823,392540.73
44,37.34,32724,392686.14
63,27.32,13163,392768.07
33,51.74,42783,392816.01
57,29.23,21578,392862.45
31,55.58,38607,393439.67
57,29.89,23257,393491.54
43,39.73,46583,393564.56
45,38.01,18733,393618.28
41,40.19,28466,393644.31
44,37.67,37877,394134.16
48,35.45,42074,394243.15
40,42.18,31399,394384.17
66,26.11,29180,394480.69
47,36.73,21300,394535.81
57,29.67,27320,394649.98
42,39.84,39174,394737.82
52,31.94,28731,395013.87
30,55.25,36648,395140.15
45,38.29,25328,395147.41
30,56.79,12289,395406.84
59,28.22,29875,395447.03
50,33.91,35904,395648.42
50,34.54,22948,395699.36
59,29.48,16521,395835.99
50,33.44,31632,395902.18
31,55.77,20182,395981.23
67,25.71,24475,396129.83
39,42.63,45012,396285.76
45,38.44,28636,396296.18
66,25.65,51397,396465.45
51,32.94,29854,396570.84
40,42.28,37785,396665.09
47,35.71,23256,396667.93
34,50.77,40019,396758.57
32,54.34,14860,396809.52
50,33.31,20002,396872.83
49,35.4,14852,396921.2
54,31.39,20442,397272.22
40,42.19,7725,397300.37
34,51.31,18482,397336.52
56,30.17,25271,397419.35
30,56.73,44244,397600.76
50,34.21,13333,397621.15
40,41.81,35956,397781.79
55,31.5,17078,397829.4
67,25.86,41432,398117.72
50,34.44,19194,398145.56
50,34.29,29191,398358.53
32,53.62,12965,398573.67
58,29.13,36299,398681.46
35,49.38,46716,399077.04
30,55.99,49136,399102.17
50,33.52,21632,399179.82
35,48.69,18747,399190.16
57,29.47,26580,399316.91
51,33.49,28910,399453.63
48,36.97,14119,399501.38
33,52.07,24804,399526.68
45,39.5,18924,399690.2
53,32.02,7501,399698.35
31,56.55,41321,399760.35
49,35.31,33882,399858.76
52,33.36,43417,399981.87
50,35.03,14643,400057.09
47,37.87,19627,400181.06
34,51.69,37666,400220.71
59,28.81,30137,400320.44
49,35.3,32587,400348.65
57,30.76,25755,400394.01
32,54.39,23289,400625.9
48,36.99,12665,400651.55
32,53.26,45404,400745.52
57,30.27,22801,400769.19
63,26.95,42095,401090.4
38,45.71,24430,401182.69
45,38.16,17386,401224.12
48,35.65,19910,401233.25
54,32.32,23203,401326.81
36,47.53,15038,401495.71
60,29.39,38593,401612.81
46,36.68,34670,401703.88
41,41.78,40861,401899.89
30,58.2,17248,401913.8
62,28.64,34571,402570.11
70,25.34,26706,402943.34
50,35.01,17335,402946.14
56,31.54,26020,403077.82
31,54.09,37385,403237.07
31,56.36,43032,403241.1
63,26.98,18477,403654.89
50,34.66,43418,403740.26
31,55.64,30202,403867.4
56,31.32,35736,403970.32
38,45.0,14918,404283.9
34,51.55,15214,404556.8
30,59.18,11426,404564.94
50,35.04,16828,404640.76
54,32.41,19399,404689.47
33,52.23,28942,404819.35
49,35.82,38136,404990.52
40,43.48,48290,405071.94
58,29.66,36686,405140.24
57,30.7,26722,405252.7
65,27.7,17192,405384.4
57,30.59,24362,405455.48
61,29.04,48466,405467.22
48,36.86,30702,405507.7
39,43.85,36773,405552.3
42,40.72,46794,405630.84
63,27.79,37241,405656.6
56,31.11,42776,405671.28
33,53.91,18461,405691.95
52,33.02,28875,405724.65
61,28.96,8062,405786.88
31,56.03,43280,405795.17
58,29.67,18504,406296.65
39,44.59,33906,406400.19
50,35.74,19574,406712.42
48,36.09,16754,406761.79
32,55.42,24199,406867.05
59,30.49,20537,406891.03
52,33.82,21479,406891.09
42,40.76,19185,407103.69
41,42.05,19945,407173.95
36,48.18,33673,407484.01
31,57.44,20879,407522.61
50,35.22,14882,407564.46
36,49.8,18172,407666.1
49,35.02,31315,407704.75
39,44.1,27923,407775.85
48,36.31,10988,407777.77
34,52.11,19345,407828.84
35,50.99,21483,408032.69
52,176.15276022250066,42281,408051.15
51,33.72,16507,408187.71
60,29.33,35580,408201.41
51,33.79,34282,408293.95
58,30.39,39089,408504.1
35,50.94,24169,408669.91
38,45.35,41637,408843.3
58,29.63,38074,409052.28
39,45.21,17637,409062.83
43,41.38,26946,409105.32
30,60.58,16225,409110.05
48,36.41,21688,409251.93
49,35.35,41342,410046.2
45,39.68,18463,410189.17
55,32.51,11598,410222.58
44,39.44,22884,410329.08
64,27.59,23743,410352.38
35,50.51,29953,410386.17
48,37.13,17859,410395.68
50,35.58,21101,410514.05
54,32.87,25695,410693.89
39,45.38,44185,410827.37
59,30.02,37352,410844.86
33,53.27,26101,410965.69
48,37.51,40614,411076.32
65,27.08,20889,411159.35
45,39.98,44022,411256.18
50,36.1,40252,411397.8
51,34.98,11510,411568.34
54,33.08,35115,411593.83
31,58.0,27145,411744.25
44,40.79,33636,411987.12
47,37.5,11573,412019.65
44,40.51,26115,412029.54
63,27.5,26875,412274.25
48,37.38,14122,412284.6
49,36.7,24803,412301.75
56,32.01,37247,412362.28
48,37.7,37835,412426.45
57,31.92,17714,412439.76
46,37.56,48127,412493.29
50,35.9,23722,412777.8
38,45.45,40283,412779.95
48,37.42,22554,412998.16
40,42.93,45447,413012.93
41,43.3,37912,414143.9
51,34.12,38826,414259.28
58,30.89,18807,414296.17
37,47.85,40665,414547.95
53,33.63,36465,414565.9
47,39.18,15917,414826.41
49,36.88,20432,414977.92
34,52.61,19054,414982.37
59,30.99,21961,415056.72
50,35.96,19429,415082.01
34,51.68,42258,415132.18
57,32.4,14639,415195.15
49,36.83,29923,415223.22
66,27.15,21940,415256.45
54,33.22,24188,415372.86
51,34.41,38721,415639.68
45,39.26,37782,415841.68
45,40.03,17159,415916.04
56,32.06,26521,416109.11
47,37.93,35779,416371.13
44,41.35,11842,416392.8
36,50.48,44619,416408.67
58,30.85,45685,416600.65
35,52.16,29905,416632.97
59,31.48,15742,416653.76
50,35.5,38245,416676.25
64,28.26,17273,416747.19
48,37.26,16011,416749.39
30,59.39,10162,416886.53
55,32.34,12488,416891.72
52,35.55,10607,417079.8
46,38.55,28118,417096.4
40,45.52,27059,417163.71
50,36.64,31888,417419.74
48,37.03,38133,417495.32
48,37.82,42910,417678.14
46,38.97,28315,417700.67
33,54.08,30156,417866.5
38,47.5,36565,417944.75
35,52.41,19867,417967.83
47,38.05,56054,418028.2
60,29.37,24418,418183.21
47,39.01,40962,418247.99
64,28.58,35531,418489.03
58,31.69,15868,418490.6
33,55.03,52865,418508.51
41,43.53,11753,39498.44829774046
62,29.59,19651,418726.58
50,37.03,15596,418789.04
37,49.11,33913,418927.36
50,36.42,48685,418992.79
35,51.02,46039,419065.95
57,30.66,33439,419342.21
30,61.19,15222,419440.82
61,29.25,33183,419529.15
70,26.16,16033,420143.33
52,35.94,12357,420164.25
67,26.91,31778,420216.06
50,36.11,16161,420263.62
49,37.37,21467,420268.86
50,35.91,18473,420301.51
52,34.89,28741,420431.55
30,59.98,33003,420597.65
54,33.56,16173,420606.57
54,33.15,22694,420677.3
64,28.57,24203,420775.19
37,47.83,47592,420775.65
70,25.79,41145,420946.53
30,61.77,37674,420960.07
49,37.34,22117,421065.51
40,46.18,35680,421110.48
59,30.57,13977,421169.76
37,48.16,38232,421191.92
42,42.97,23584,421200.49
46,39.71,19932,421492.04
31,57.4,49395,421612.45
30,60.62,16270,421815.94
55,33.67,34744,421854.52
35,51.19,34975,422115.85
52,34.1,48915,422172.65
33,54.79,16008,422182.69
67,27.37,40547,422295.08
58,30.86,20613,422434.31
39,46.15,27661,422503.05
58,31.5,28303,422637.65
39,45.88,43522,422705.68
43,42.1,16211,422707.45
44,42.5,20530,422708.5
56,32.32,35105,422751.87
62,30.1,26964,422836.9
48,37.44,35160,423073.5
51,36.14,16948,423185.1
58,31.68,24458,423247.24
44,40.09,35506,423250.77
49,38.02,19030,423283.44
60,30.49,26092,423338.57
52,36.02,16027,423382.03
34,53.95,28783,423637.45
51,35.81,18552,423763.1
32,56.4,13691,423812.85
49,37.42,39717,423845.47
62,28.86,14552,423887.9
50,36.43,37380,424162.28
57,32.05,49925,424370.65
39,45.97,36811,424430.13
55,33.59,38583,424462.57
49,37.11,31805,424576.07
59,31.11,25528,424655.56
50,35.81,30888,424825.22
40,45.25,9545,424833.25
50,35.98,25334,424845.88
54,33.3,41363,424856.95
41,45.89,17582,424867.12
59,31.59,32851,424891.37
44,40.59,34136,424989.68
57,32.24,7705,425113.69
50,36.01,29931,425320.59
52,36.09,9670,425443.1
30,61.71,24261,425498.39
33,55.26,19289,425560.39
69,26.09,39043,425731.49
35,51.11,56412,425779.63
54,34.05,25344,425851.35
56,32.15,56206,425995.45
65,27.97,38283,426018.16
62,29.87,23486,426020.63
38,48.16,13539,426101.21
60,31.31,38049,426260.51
68,27.5,28704,426334.7
65,28.43,11647,426476.9
37,49.82,21032,426673.7
36,51.13,31511,426756.79
62,30.39,29816,426777.9
36,50.12,35253,426862.01
39,48.7,22679,427083.55
59,30.93,18680,427159.17
63,28.89,49714,427229.83
60,31.11,26493,427409.23
55,34.59,16646,427628.03
64,29.22,37023,427663.27
65,29.05,33972,427806.75
55,33.3,21992,427826.2
33,55.33,27018,427993.7
54,34.82,16670,428377.48
59,31.64,23561,428440.81
49,37.18,38169,428686.45
68,27.57,13930,428933.94
40,46.55,36833,428964.15
51,36.26,34819,429203.19
37,50.27,25841,429288.81
53,34.51,39922,429350.79
46,39.87,15414,429588.01
61,30.25,40663,429756.4
32,56.67,41845,429766.82
55,34.14,31523,429825.73
32,58.87,21231,429988.23
40,47.21,30079,429989.3
58,32.1,17959,430042.85
50,36.58,22190,430255.36
57,32.93,28739,430403.47
57,32.42,36928,430466.98
43,43.43,46484,430551.56
36,51.05,36912,1193681.53867204
64,29.25,35427,430730.1
58,32.44,13451,430740.39
36,51.26,13462,430754.64
62,30.45,14681,430782.55
70,26.97,46428,430800.07
49,37.29,48957,430810.18
51,36.71,25389,430852.5
50,37.27,35080,431013.52
36,51.08,41622,431381.12
45,41.3,36712,431399.2
31,60.11,21326,431418.23
51,35.84,19815,431472.07
52,34.85,42730,431537.8
42,45.33,45667,431840.92
61,30.68,20256,431846.08
34,53.85,31102,431908.45
33,56.11,18387,432001.46
55,33.17,20616,432017.45
47,40.4,23595,432105.75
72,26.02,33839,432117.99
47,39.21,37680,432206.05
58,32.37,33083,432251.01
70,27.22,14095,432377.73
47,39.6,39134,432447.2
41,45.38,28337,432527.01
37,51.13,42655,432640.63
40,45.28,40896,432756.04
49,38.71,39443,432952.83
50,36.88,31229,433113.81
34,54.1,34631,433118.95
41,44.8,43461,433136.15
61,30.18,15006,433150.44
30,63.07,10757,433245.71
53,36.17,27710,433300.9
60,31.94,25376,433360.62
36,51.51,33964,433441.48
50,37.28,40869,433456.43
51,37.72,18349,433479.37
51,36.98,32655,433481.65
58,31.86,27928,433482.6
46,39.59,42278,433513.74
37,51.51,32003,433525.96
55,33.82,29005,433528.19
40,46.25,20694,433623.2
64,29.3,33408,433648.3
50,37.85,10629,433653.1
56,33.65,50171,434165.05
50,37.9,31312,434229.8
34,55.82,24842,434365.22
49,37.6,23336,434542.3
54,34.85,11298,434653.45
41,46.73,22676,434664.28
58,31.97,23665,434757.05
53,36.01,21554,434801.22
40,46.88,39347,434902.19
53,35.39,17498,434946.7
48,40.16,12502,435216.28
57,33.3,12875,435266.15
48,39.76,12423,435431.01
61,31.04,29821,435487.09
51,37.47,12558,435804.18
76,25.11,25158,435908.85
73,26.05,27961,435994.85
43,44.05,9726,435996.25
62,31.01,36537,436093.09
61,30.47,12247,436133.4
58,32.16,18432,436183.22
58,32.5,29497,436279.35
48,38.84,32515,436461.97
49,37.67,34488,436526.38
66,28.7,26201,436592.15
61,31.12,23292,436696.18
54,34.51,29048,436724.74
43,42.87,43739,436822.82
48,38.79,36778,437369.81
42,45.55,22976,437468.35
65,29.08,53816,437552.44
65,28.63,16832,437590.97
50,37.63,16283,437767.58
46,41.33,46230,437769.92
47,40.63,15398,437811.41
34,54.2,34491,437818.65
57,33.09,22982,438164.93
41,46.55,32788,438233.25
37,52.22,40887,438432.01
59,32.88,28189,438616.71
52,36.52,7509,438847.09
62,30.5,29781,438849.05
36,52.86,8102,438856.06
32,58.39,32964,438947.6
42,45.55,21160,438987.2
52,36.56,18112,439246.56
31,62.83,10960,439279.3
57,32.65,29994,439316.95
38,49.68,38077,439350.39
72,26.36,69938,439526.62
57,33.62,34682,439556.78
58,33.34,12607,439569.11
44,42.56,16712,439773.86
36,52.19,30618,439884.73
50,39.14,18619,439980.63
71,25.7,69037,440100.15
49,38.8,44786,440334.4
73,25.95,42615,440570.3
64,29.91,29785,440620.3
57,32.9,23781,440699.05
55,35.0,18610,440700.0
39,47.85,20249,440769.3
56,33.88,20148,119680.83349184881
34,55.88,47802,440833.08
56,33.55,36827,440980.2
32,58.81,40401,441058.36
37,52.95,20438,441087.55
74,25.08,64694,441155.4
67,28.4,9566,441280.3
57,33.55,23148,441292.75
30,62.83,21205,441498.39
42,45.66,18431,441512.89
53,35.43,33319,441532.29
61,31.17,42140,441676.68
54,34.8,38956,441790.8
62,30.97,14352,441948.3
35,53.56,30425,442011.95
57,33.75,20320,442233.25
61,31.17,22981,442264.03
60,31.48,25423,442292.21
72,26.62,35271,442298.59
49,38.5,45359,442410.45
41,45.74,44348,442432.14
72,25.88,49128,442654.58
70,27.17,76405,442799.96
45,43.57,30543,442838.87
34,57.41,29900,442863.17
70,26.9,29348,443049.7
36,53.32,46858,443342.34
58,32.73,37576,443527.86
34,55.92,12193,443828.89
52,37.43,16148,443829.47
69,27.4,33427,443921.35
53,35.7,29327,443973.25
62,30.62,37713,444019.21
54,35.31,24727,444053.56
57,34.51,22951,444062.21
41,47.64,17472,444101.92
54,36.27,23287,444135.55
74,25.82,32840,444304.66
55,35.49,42578,444427.11
31,62.73,21339,444521.25
50,38.56,43954,444543.52
31,61.66,10727,444629.83
37,51.65,24244,444718.3
65,30.29,11843,444735.35
71,26.41,48871,444803.15
55,35.69,11256,444819.99
42,46.45,14328,444902.7
73,25.23,75012,445159.93
61,31.78,28439,445189.19
59,33.09,33248,445208.31
50,38.59,17648,445212.62
54,35.77,29427,445269.51
33,58.47,24089,445284.93
41,47.58,36365,445290.59
74,26.17,35561,445315.3
55,34.12,23053,445403.03
50,38.17,23364,445507.78
61,31.2,28022,445643.1
48,39.48,38082,445658.66
46,42.27,44176,445708.47
30,64.63,8977,445851.0
62,31.23,23239,445869.52
67,28.37,29354,445878.88
56,33.69,33944,445972.84
46,41.28,8297,446366.29
60,31.86,41571,446622.91
34,56.57,31094,446785.94
53,35.92,25206,447022.7
35,54.86,17815,447025.57
50,39.0,23994,447035.7
50,39.01,45225,447039.22
30,65.36,31949,447126.75
45,43.69,16306,447196.85
59,33.51,11257,447259.32
49,39.92,24932,447377.62
47,41.9,24656,447620.4
32,60.92,36789,447665.53
41,46.8,22780,447760.5
51,37.11,34461,447811.07
38,51.04,20448,447893.4
32,60.92,16295,447940.29
60,32.57,29713,448052.09
37,52.66,17693,448080.45
41,47.18,48191,448126.75
55,35.41,15288,448196.26
73,26.76,26727,448272.73
45,42.65,47667,448363.75
64,29.72,43848,448496.78
44,44.53,17383,448499.63
30,64.82,21991,448741.09
76,25.62,33473,448769.19
44,45.0,27407,448844.35
32,60.11,15447,448969.36
33,59.73,20680,449018.3
56,33.81,37301,449030.97
55,35.45,21566,449045.6
33,59.64,46471,449226.59
57,34.52,32502,449293.26
34,58.44,16540,449748.08
39,50.37,37592,449832.21
61,32.15,28547,449885.05
40,48.75,15614,449966.7
69,28.8,15147,450065.55
39,50.42,19795,450100.87
70,27.34,40082,450202.62
55,36.07,15257,450211.49
57,35.12,18434,450455.64
53,35.82,48814,450490.46
50,38.2,34335,450531.45
52,37.35,38844,450534.05
53,37.64,10470,450575.98
34,55.98,22325,450642.83
57,35.15,16724,450854.65
50,38.78,35984,451036.14
76,25.0,93047,451080.85
45,43.01,30037,451223.06
30,65.03,22993,451308.0
53,36.32,41644,451374.3
38,51.65,35571,451418.15
48,40.31,26437,451537.11
67,29.47,15870,451554.75
51,38.1,19252,451653.7
63,31.3,34937,451655.05
70,27.39,28043,451660.64
33,59.77,33823,451781.06
54,35.31,50835,451988.8
39,50.09,15383,451999.81
43,45.09,10476,452090.05
42,47.27,33350,452147.09
34,55.49,49510,452184.4
50,38.68,27148,452222.7
32,60.04,32673,452429.47
49,40.43,19573,452471.06
56,35.74,23995,452501.05
64,30.35,43359,452599.0
46,42.04,22218,452753.84
60,33.07,31597,452786.03
55,35.0,48037,452868.35
65,30.12,42176,452909.16
32,59.8,28419,452920.65
70,27.51,30009,453036.15
50,38.5,39409,453166.45
37,53.84,33874,453290.88
61,31.85,38217,453345.25
30,65.07,25280,453376.48
56,35.69,22738,453552.96
46,43.51,28078,453720.18
78,25.06,43065,453720.57
53,36.5,24334,453822.7
60,32.67,39006,453907.79
44,45.7,18202,453924.2
62,31.32,21063,453927.69
76,25.82,70939,454065.81
47,42.22,19461,454132.15
31,62.6,30138,454221.8
77,25.31,64376,454224.63
59,34.09,17867,454233.83
56,35.21,36183,454266.18
72,26.39,40046,454286.47
67,29.57,32355,454291.48
43,46.08,21243,454302.85
58,34.21,21548,454610.14
49,40.66,24493,454623.43
60,33.52,36350,454660.72
38,51.89,17918,454736.8
51,38.63,32902,454769.93
57,34.91,44539,454907.4
36,54.18,19037,454964.33
50,38.93,8699,455016.09
36,56.05,26152,455122.0
59,33.62,26783,455366.81
34,59.66,18505,455544.97
52,37.45,44969,455558.3
50,40.58,26047,455666.97
51,38.99,10133,455788.45
57,35.25,11457,455825.6
59,34.35,12166,455865.55
35,55.15,32711,455976.35
70,27.9,45210,456235.7
57,35.51,16168,456405.79
46,42.64,30469,456457.21
65,30.4,29696,456470.8
68,29.17,25138,456621.64
32,61.69,18377,456809.29
73,26.64,61957,456908.25
59,247.45582241164345,35583,457148.7
44,45.37,17426,457200.87
57,35.54,16207,457285.19
45,43.83,26788,457295.08
51,38.11,30741,457351.25
70,27.83,37109,457457.8
50,39.48,46276,457478.04
61,32.41,22091,457727.61
75,26.07,75339,457930.54
30,65.24,27886,458062.9
56,35.92,18047,458078.01
53,36.97,32851,458315.3
52,38.47,14177,458355.56
55,35.77,21503,458500.82
39,50.24,28068,458505.92
66,30.45,26742,458516.8
53,37.11,18992,458567.07
48,41.46,27803,458602.11
69,29.13,35983,458653.43
61,33.04,18092,458725.44
35,56.31,25728,458770.45
30,67.88,9969,458866.17
64,30.85,12705,458880.2
61,33.2,29695,459026.05
58,34.31,32850,459147.67
66,30.44,28791,459221.93
38,51.64,43954,459226.4
53,37.41,34814,459278.88
76,26.12,40998,459321.26
66,30.08,38817,459333.81
56,35.41,35190,459334.02
35,58.03,30405,459561.66
57,35.33,32280,459580.35
58,34.06,32812,460031.68
44,45.02,41866,460140.1
61,32.23,16629,460153.39
50,39.0,37129,460219.45
50,40.39,34667,460229.73
30,65.59,42273,460362.82
33,59.18,41066,460611.08
59,34.1,43176,460723.4
58,34.55,33641,460816.2
74,27.35,36868,460937.4
43,45.47,47155,461027.34
56,36.24,16431,461047.51
60,34.28,12826,461221.38
31,65.28,33371,461228.59
75,26.61,61195,461261.55
50,40.03,14673,461326.13
51,39.46,26132,461337.2
36,54.44,52053,461590.75
30,66.38,10655,461619.83
62,32.49,14513,461779.96
31,65.08,17681,461834.17
64,31.24,39349,462057.81
35,57.29,14693,462320.63
51,38.3,19158,462327.4
66,30.65,13294,462448.75
69,28.66,25422,462571.16
36,54.22,23842,462583.78
41,48.47,13809,462676.26
78,25.06,69934,463049.02
48,41.57,12975,463063.46
69,28.64,40302,463294.88
51,39.25,39518,463360.15
70,28.68,44396,463702.02
70,28.12,25858,463799.58
31,65.1,12782,463799.7
45,43.63,16245,463859.98
31,65.22,17660,463911.18
30,68.37,16579,464015.16
50,40.31,10637,464053.4
54,36.83,38003,464067.52
74,26.42,69559,464275.53
51,38.89,36596,464459.92
54,36.63,23183,464826.41
63,32.36,37852,465027.32
36,57.18,35040,465114.98
42,47.78,38420,465210.4
65,30.38,44292,465266.52
80,25.99,25093,465384.46
50,40.78,18786,465397.22
40,50.28,20609,465613.05
54,38.17,18656,465619.46
72,26.87,70151,465621.3
64,31.53,13349,465645.78
55,36.55,38202,465659.85
45,45.8,19510,465780.0
54,37.0,37196,465818.8
59,34.74,19731,465924.29
77,26.19,39530,465981.89
50,40.36,17534,466128.28
48,42.36,19522,466128.74
78,25.84,30908,466167.06
63,31.94,20181,466277.97
34,58.52,25993,466298.59
54,36.49,22121,466387.49
39,52.73,21075,466421.55
39,51.15,7604,466456.8
75,27.38,31143,466671.93
62,32.45,23383,466703.1
54,38.02,34253,466712.85
74,26.99,41918,466728.21
45,45.31,33519,466772.11
62,32.76,33160,466977.14
50,40.96,37598,467115.5
78,25.58,84366,467134.14
57,36.43,18396,467342.95
44,46.03,25082,467752.55
35,57.18,18986,467916.74
70,28.83,12666,468029.25
60,34.76,20023,468053.77
39,50.91,50517,468084.23
54,38.54,12260,468148.34
52,38.19,33780,468250.29
64,31.43,27743,468271.61
78,25.11,69925,468279.22
33,61.38,10244,468720.66
33,60.09,40342,468961.49
49,40.65,30150,469038.25
54,37.52,34433,469164.97
57,35.11,12944,469449.14
30,66.97,27572,469472.73
32,63.07,39456,469494.0
81,25.15,40482,469494.85
42,47.71,31981,469501.35
34,61.2,24736,469594.4
60,33.48,22843,469609.27
39,52.81,34124,469629.38
36,57.62,37518,469665.7
47,43.8,38081,469717.55
62,32.53,43030,469848.22
60,33.26,34721,469869.03
57,35.21,23615,469945.21
30,67.05,28402,469945.95
66,31.3,34305,469961.45
64,31.89,52670,470008.33
69,29.9,38765,470016.05
57,36.05,28391,470082.85
67,30.66,42621,470110.09
33,62.44,11789,470132.43
41,49.84,38892,470207.8
45,45.23,15561,470353.61
42,47.78,30361,470460.09
70,28.87,37383,470604.34
78,26.06,56521,470605.75
61,32.73,52658,470631.56
31,65.66,23108,470695.08
61,33.34,11011,470715.89
46,44.52,12284,470734.48
62,33.46,24490,470754.72
50,40.18,20372,470766.7
63,32.34,43963,470961.27
71,28.0,79400,471027.5
37,55.68,33640,471058.04
40,52.09,30228,471125.8
54,37.69,26539,471206.83
62,33.26,41447,471207.91
45,45.76,28432,471259.3
58,35.29,13184,471319.18
44,46.43,25429,471417.28
45,45.9,8534,471458.0
50,40.59,45289,471491.84
58,35.57,15390,471495.17
51,40.88,10679,471529.03
45,45.4,26683,471747.85
51,40.44,24910,471896.18
79,26.53,25033,472028.53
43,48.13,12518,472045.36
48,42.39,34431,472056.69
43,48.1,49002,472296.8
74,28.09,17490,472312.01
34,58.91,25487,472438.98
70,28.15,77734,472521.6
34,59.82,17905,472593.13
77,25.73,68495,472772.68
37,55.03,10691,472776.26
65,31.15,38618,472977.85
44,45.66,25954,473072.06
34,59.53,52985,473141.44
64,31.77,43098,473230.91
62,33.1,19322,473258.8
72,28.71,22316,473360.94
47,44.1,41958,473444.0
47,42.8,40346,473630.8
31,65.17,32425,474400.19
77,26.36,33213,474445.35
35,60.01,19743,474544.18
37,56.05,39481,474630.7
79,25.56,26961,474725.01
66,31.44,21257,474726.61
33,62.59,15888,474756.81
49,41.4,32197,474914.15
51,40.94,39387,475098.77
48,43.25,40530,475170.0
33,62.08,36338,475188.06
66,30.69,35697,475256.08
39,52.69,22094,475268.7
74,27.56,49548,475276.12
79,26.48,27308,475435.38
52,38.61,41038,475546.36
59,34.68,21794,475621.6
48,42.5,40421,475892.05
41,51.0,30204,475909.7
67,30.39,49738,475960.96
56,37.57,34296,476058.12
37,54.85,18202,476284.0
60,34.77,25313,476313.43
34,61.68,18384,476459.38
56,36.38,37856,476470.28
30,68.88,22765,476555.13
62,34.18,15508,476606.86
50,41.82,24945,476635.55
61,34.16,38955,476816.33
36,58.29,13903,476872.63
62,32.96,29222,476939.9
52,40.16,31746,476949.64
37,57.21,40978,476952.79
30,70.09,37872,476970.37
31,65.77,36185,476979.78
82,25.17,24769,477145.1
34,60.78,26497,477145.61
63,32.71,36966,477265.26
60,34.0,38594,477409.2
35,58.25,22293,477526.9
53,39.54,23677,477712.65
73,28.0,45796,477898.3
76,26.84,62138,478141.28
81,25.84,50160,478273.2
50,41.9,27883,478336.85
30,69.88,32413,478350.21
63,33.41,35163,478785.31
62,33.67,15612,478895.77
65,32.45,24710,478935.0
66,31.1,16165,478984.55
43,48.7,12800,478993.1
80,26.32,34335,479005.03
61,34.06,33603,479030.37
44,46.84,44814,479069.38
44,46.16,28610,479114.9
52,39.4,12541,479146.35
78,26.28,73745,479249.07
44,47.3,34578,479367.8
55,38.3,35135,479376.15
50,42.11,12457,479429.22
46,46.05,22286,479453.8
46,45.35,45642,479525.55
31,66.35,21521,479536.05
46,44.62,24600,479591.18
44,47.38,20455,479975.21
38,54.17,16466,480032.43
45,47.12,33805,480035.45
71,28.48,31480,480158.48
49,42.84,50377,480216.23
65,32.6,32227,480239.25
44,45.98,44148,480457.94
70,30.53,6170,480462.87
53,39.33,18646,480485.02
46,44.35,43164,480736.9
43,49.03,28932,480783.58
53,38.97,27486,480868.17
36,57.06,38160,480927.22
58,36.88,18983,480938.69
38,55.11,28359,481013.94
62,34.13,16885,481364.52
71,29.49,58232,481382.67
73,28.93,26646,481420.68
74,28.93,30131,481454.26
52,40.61,39433,481460.22
57,35.97,25645,481474.88
62,33.92,18738,481620.34
47,44.16,39827,481638.01
58,36.64,25534,481950.62
32,66.56,25453,481980.63
41,50.89,23445,482132.86
71,30.25,28062,482143.6
32,65.96,38025,482199.79
72,28.15,62080,482298.25
32,65.64,31257,482550.45
50,42.15,41365,482585.5
49,42.67,12592,482642.1
30,70.43,25019,482749.43
36,57.05,49145,482829.25
31,67.8,34244,482873.0
51,40.49,19378,482879.0
32,64.94,7779,482970.13
47,44.23,36584,483357.33
63,32.85,42468,483464.2
63,33.01,52995,483725.24
53,39.62,45822,483729.48
65,33.16,23174,483902.02
33,65.08,26374,483960.84
40,52.45,31620,483963.55
80,25.57,53094,484077.69
71,29.77,25213,484103.1
50,42.41,37604,484199.76
33,65.23,20522,52686.81196653147
46,45.63,25546,484483.22
64,32.51,49815,484581.12
72,29.3,32199,484812.95
60,35.09,46030,484883.32
35,60.98,15490,485374.78
59,35.34,34354,485419.22
35,59.58,33553,485532.75
75,28.4,32400,485607.9
