id,station_id,Date,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit
767,1,2017-09-25,91.0,80.0,73.0,75.0,72.2,70.0,97.0,78.5,52.0,15.0,7.7,0.0,29.8,29.7,29.7,0.01
1237,1,2018-07-22,98.0,87.5,80.0,79.0,74.6,66.0,94.0,69.2,35.0,12.0,8.2,6.0,29.9,29.8,29.7,0.0
744,3,2017-09-11,64.5486035203533,56.47612614605267,53.28658855339208,55.741758468133035,54.01507134964589,52.13179057882338,94.53875748514909,82.13497499791949,60.16292501435174,16.097089282650494,9.941940786392458,2.9218751204007147,32.60028526974383,29.719664577590382,31.54346877844915,0.0585575227166444
511,1,2017-04-28,90.0,81.4,74.0,75.0,71.6,67.0,85.0,72.8,57.0,24.0,15.8,8.0,29.6,29.5,29.5,0.0
647,1,2017-07-12,46.0,42.2,34.0,43.0,38.1,32.0,93.0,85.2,73.0,20.0,11.2,6.0,30.2,30.2,30.1,0.36
1025,3,2018-03-16,84.33325767275366,70.54536335723746,66.50997721976476,64.7654458116147,70.15491538667244,56.398420970348795,81.6622768934766,77.36281143567143,55.67412447588085,12.989046003125381,8.404549636351206,5.155745667842337,31.952759245544406,32.32909025785774,28.539586296503163,0.0
1259,2,2018-08-09,84.0983590562137,74.05337285519819,77.61856688631212,79.0793659637478,74.15258739942277,64.98852224281761,99.02379451681675,90.98248618268426,50.07459082687217,12.709045915095956,4.175343256674379,0.0,30.15379015045058,33.372836753619104,29.168759492835285,1.272960834370269
998,3,2018-02-24,77.6360821280514,74.94391693037699,74.52136106319605,77.07218383319487,67.13593759370353,61.6184987440557,100.0,78.68791071967019,64.5344948864895,19.327160606735987,9.85918462157423,0.0,28.76506574489226,29.525551919433735,30.76614660008304,0.009585362315816777
1405,1,2018-10-28,85.0,71.6,60.0,68.0,63.3,58.0,100.0,77.9,41.0,10.0,6.0,0.0,30.1,30.0,30.0,0.0
1452,3,2018-11-28,64.7814708808302,58.36845955667314,40.524790971549955,65.17074806851556,52.43947260296735,46.223123190540576,100.0,82.3660117346571,61.11819454547252,13.729932138181404,5.619794247123913,0.0,30.579197558765582,28.989563466136936,29.40093862825578,0.0
988,1,2018-02-21,75.0,62.9,51.0,73.0,61.6,50.0,100.0,95.6,87.0,15.0,9.2,0.0,30.1,30.0,29.9,0.13
705,1,2017-08-18,98.0,87.5,79.0,78.0,75.2,71.0,90.0,68.5,42.0,14.0,5.8,0.0,29.9,29.9,29.8,0.0
218,1,2016-10-07,94.0,86.0,80.0,79.0,74.0,66.0,90.0,69.7,42.0,14.0,7.4,0.0,29.9,29.9,29.8,0.28
23,1,2016-03-07,95.0,87.1,80.0,76.0,74.1,70.0,85.0,66.5,44.0,18.0,9.5,5.0,29.9,29.9,29.8,0.0
999,2,2018-02-24,82.99690088598005,77.77079106243006,76.96910828028845,73.24335717911016,69.39760903463151,64.00085979741998,99.70977361308496,78.11175241708429,60.46185186845421,19.158231024074905,9.534369281640181,0.0,30.981034110876546,28.382292441303974,31.634074525153235,0.01003407991124841
1915,2,2019-09-09,91.51637689747983,83.8190603792983,72.88414588162172,77.07359360917727,63.39261614013279,68.73567629384046,91.76623811620452,69.39420676872216,42.43560869184378,15.949640451441521,7.325444001291629,0.0,29.101680108357932,31.772575202813915,27.801340369712584,0.0
802,1,2017-10-21,85.0,76.0,69.0,76.0,72.9,69.0,100.0,91.1,72.0,17.0,7.0,0.0,29.9,29.8,29.8,0.01
151,3,2016-08-17,84.06760368241225,78.49009988609873,72.5867665386072,76.84363821017591,73.16851596981175,79.36127052211151,100.0,96.04312371395595,72.65292658451116,20.32138711631702,8.06570341453887,0.0,30.73074031129552,32.739785775348324,31.05450027165895,1.5304930733970434
1546,2,2019-01-21,60.36166506129605,53.21785604158355,35.61731744090679,57.81875305613866,45.02430443131051,31.379671864715107,95.10906669860924,83.34217397178018,59.163169368115426,20.63686294788027,9.217417000496647,0.0,27.123641912773042,29.20368662606434,29.58092912559104,0.0
1332,1,2018-09-21,87.0,79.9,74.0,81.0,78.3,73.0,100.0,95.2,77.0,29.0,7.3,0.0,29.9,29.8,29.8,0.69
1937,3,2019-09-20,90.39631351428098,71.06405773198757,73.36031274696236,73.59584087841158,71.17724122293006,70.67934738028472,95.13602646359163,86.37615876996922,65.96895886996218,21.244944113253723,8.595411751824075,0.0,28.937622530475885,29.60987250290358,30.493217255473905,8.696690978080788
1658,1,2019-04-01,61.0,47.7,37.0,46.0,41.5,36.0,100.0,80.8,56.0,12.0,5.6,0.0,30.0,29.9,29.9,0.16
311,2,2016-12-24,75.30002429902596,71.93379402275275,73.41778068864467,62.04156402282273,65.58101331972408,68.16715166018449,94.473074735246,79.64391147498496,60.60285556247407,16.897701233940026,10.788946615878084,3.243652765729632,33.17042406021974,31.133200868004092,27.638676213415142,0.040287676926862734
351,3,2017-01-16,87.62357116797534,75.95565047155833,70.0238992948042,70.9319280402857,65.74241787827819,60.11843275001953,99.86344185431008,92.04338210140035,56.526423337968474,20.98700744955922,11.057873545087633,4.787913123754636,31.84416386214156,27.419987970503232,29.772857692206543,0.16216563578102286
548,3,2017-05-21,90.0407716321013,81.26339884849926,64.75819360689275,77.77189831485931,72.13831392421773,65.67107528066477,99.01423723611529,79.23092102172566,60.18297565559711,18.001405778780256,8.402634421631365,0.0,30.344464275857298,31.217700237304975,30.991720720296247,0.0
306,1,2016-12-22,73.0,66.2,61.0,63.0,57.7,53.0,96.0,75.5,49.0,8.0,4.7,0.0,30.1,30.1,30.1,0.0
287,2,2016-12-09,96.903419957138,80.60969641498103,71.18902708202984,74.40299528025027,74.34716758740907,72.15565329846967,94.95861610337326,81.38009257508735,52.825548380467325,7.4938781667676615,5.065725446886351,0.0,32.685201476695916,31.630040097354133,30.09031411986943,0.0
1598,1,2019-02-22,71.0,61.2,50.0,71.0,60.9,50.0,100.0,98.9,93.0,10.0,6.5,0.0,29.9,29.8,29.7,0.19
363,2,2017-01-20,75.27691829400393,71.77296040015975,60.11314071659716,62.29873031538316,56.34121091297525,50.626400980642,96.15521396978161,88.28783630979024,58.01374132794681,13.645261341137715,6.325949177680962,0.0,28.99008028392072,28.975895780258853,29.679682619385595,0.4032057333508609
1737,3,2019-05-20,84.09735501541422,88.07164810492236,76.91266892610749,79.66977751860603,71.2314661603856,75.19731896045266,100.0,80.0906422910711,53.562399532384624,26.99601337639074,16.273909646815873,6.406535558611051,31.771441928092923,28.98352174085309,30.15806249846382,0.0
1502,3,2018-12-27,77.46076460832934,57.84534648071322,51.9780637864749,73.59533839513495,55.11647617479935,46.50940511319422,100.0,79.25195496682214,46.371522089544264,23.251769040738125,7.982664300437569,0.0,29.220785581090713,31.64946935275707,31.903967581762984,1.4088188312786822
1764,3,2019-06-12,76.20982286936378,64.9570076425898,57.70335147587484,65.46989121895729,53.43220571024693,46.39688724696671,96.59699876787577,71.38417080045511,44.32112342783479,18.641449391821588,7.803376401852766,0.0,28.350532271591124,30.460405618388858,33.9990774885715,0.0
891,1,2017-12-23,54.0,46.9,41.0,41.0,37.2,33.0,93.0,70.5,51.0,15.0,8.1,0.0,30.2,30.1,30.0,0.07
1988,2,2019-10-22,78.37590233894414,64.94674919636557,59.27515860269133,49.05679399767143,45.95419583388447,33.06806312804437,76.55391852861636,45.43794574678945,24.209404309326175,12.06533640976529,6.326026226101091,0.0,30.59884264980131,29.394082241331517,28.23914261929377,0.35718594557120836
838,3,2017-11-15,80.35362361208979,66.73071392319581,56.043641119890076,67.06630598102713,61.55533626645337,59.610957973040044,100.0,88.23256597533938,55.57552973612881,10.60122962540536,4.932586927102952,0.0,27.881688477762484,29.300794533825346,30.676496550819163,0.0
1645,3,2019-03-23,75.66012794249234,73.94539557742102,52.292541798955355,59.50043111728364,57.18138972805488,55.564815187340955,100.0,82.333197900385,59.96037111939076,17.670152093246184,10.096533218341998,0.0,29.098790517444215,28.91502969699639,31.424027949951434,0.0
1176,1,2018-06-17,87.0,79.9,77.0,80.0,77.4,75.0,100.0,92.2,77.0,26.0,10.1,0.0,29.8,29.8,29.8,0.07
1975,3,2019-10-15,91.83418430016681,83.99127299678558,74.54017859795249,73.17707212687453,75.37650499282874,68.86886169409725,85.21262070315115,75.09240905691186,44.527941108682796,13.430439139410963,5.668218153651491,0.0,30.318338389936027,29.309536511772407,32.06519782936716,0.09904983651810666
13,2,2016-02-08,100.5730748867865,79.44532672671355,77.07371224302254,75.65731344616327,68.4486406276227,73.84421308341408,93.44095172725652,64.64293160758821,46.359258301573476,14.591361746406458,4.5845932944938825,0.0,29.705044078151936,30.955766718004508,28.639431359014303,0.0
1268,2,2018-08-12,50.95411675038657,49.19860177098528,43.977826480065396,59.56568301527825,50.84817340531287,41.50428825134437,96.7752092428682,96.94745858827375,88.02253926901182,14.664216692355652,12.02633200543493,7.926906758895597,31.028734805267792,28.223230928947665,30.883091388974535,4.547973604058705
514,3,2017-04-30,81.19049773054513,68.71547321199556,57.242084326776116,69.53947064077138,45.59589286178875,36.81060676863164,83.95167231728753,53.8846603749281,23.32514164612586,22.587205238452427,10.352686799976928,0.0,30.247409400772653,29.615546236680885,28.970332907952887,0.010804810696742837
409,1,2017-02-21,75.0,62.4,55.0,58.0,54.2,47.0,100.0,77.8,37.0,16.0,5.9,0.0,29.9,29.8,29.8,1.39
694,3,2017-08-09,79.47409718874067,73.1673331246619,63.17262241234423,55.54892808085375,56.141689988283225,51.89525527788883,82.42669400592254,62.133588832584415,42.85018722111395,9.80306789117136,5.467299734053736,2.849078021976677,31.34505192836493,33.39360769554959,29.28086542348278,0.0
313,3,2016-12-25,76.8118553762867,78.99759096191401,67.44619985119138,71.76865879064799,70.2170511876507,64.35033748521106,93.30528589407615,85.0367540535823,64.69308115859863,20.572544608844723,15.067194247108509,8.990798733629488,32.157710054953284,28.218956099042,29.329236411858727,0.0
1689,1,2019-04-18,76.0,66.7,60.0,72.0,62.9,52.0,100.0,88.5,62.0,26.0,11.3,5.0,29.8,29.6,29.5,0.78
1622,2,2019-03-05,77.04229729521231,74.04920084498515,66.61588615277596,76.51667609562126,67.21986390641037,68.84662394680853,96.38965685247082,92.70723324884253,84.78127828576176,23.027634607625778,9.446082501793484,0.0,27.331100921171554,29.0347879624852,27.524997843582426,0.4167397864897845
1743,3,2019-05-26,91.54055121842468,81.78886504859977,73.12117712988967,68.18713130278925,70.5108382434944,66.4133775515593,97.91674361814083,72.25724042712822,51.24605695830415,17.17049283899818,9.61924825299541,0.0,32.32582644727158,32.31632876447362,30.549032100033976,0.0
693,3,2017-08-08,84.56621327012125,79.04815766469096,76.18831328546914,78.7225301752371,68.81512118420112,69.68506064564858,94.76893537707062,87.25472731009457,65.31634763368533,13.83197041771909,5.001105769657409,0.0,28.206098320961527,30.008050376527468,28.145396848519788,5.71246345571057
1538,1,2019-01-17,69.0,61.9,55.0,63.0,59.2,55.0,100.0,91.4,68.0,12.0,5.4,0.0,30.1,30.0,30.0,0.07
382,3,2017-02-02,69.48775201523749,68.29778067880625,57.68330022958716,68.79630738977369,58.049423430666316,47.138750480332305,97.2963568132718,74.01066713805393,48.514319247066325,15.137773147527488,8.536450658937172,0.0,32.00869736745785,32.10347510102153,28.933106168651488,0.0
831,3,2017-11-08,92.86797959471447,78.9265260478938,83.35200457731894,76.54107356890614,74.42128948786754,76.71554373837677,100.0,78.75890733822817,55.152531810624495,8.931536595885822,5.142529267363635,0.0,30.717061701328895,30.41105814834147,27.867678088640492,0.11816920877539872
1922,2,2019-09-13,96.48309132283737,80.59403944169563,73.88615848376732,68.54731617455295,73.12315809024109,64.84048284602794,86.36055873804897,69.10262719236925,40.12170704232592,12.70576126818478,4.011914946686921,0.0,28.78053220033574,29.19568891551735,31.666232268474545,0.0517619348985186
345,1,2017-01-14,76.0,67.7,60.0,67.0,64.3,59.0,97.0,89.6,62.0,13.0,8.6,3.0,30.3,30.2,30.1,0.07
1307,2,2018-09-10,93.95815042024402,87.63022290559272,75.16760613616782,79.34370628019897,75.54108843126005,73.85290321534819,100.0,89.65010525021846,71.15416048553445,21.232857760977943,10.273669643232681,0.0,28.902766061994658,30.43381847086589,30.315364430525914,0.3515325238799308
1779,3,2019-06-23,94.22178971153265,88.93666328951849,83.49736602309854,83.82650009195474,81.61017706435398,72.57546574259588,90.73478428476301,77.09427972347672,69.67851911537159,18.844732746959913,13.636158027655618,9.484231022798289,25.814560048938954,30.68640501865736,29.91641333629125,0.01919371896523312
263,2,2016-11-19,58.91536070114714,53.969779735981405,42.61505650954965,33.7996657057558,34.20999726744887,28.395909725425277,61.992119008150425,44.59039448190244,28.54973981986885,20.734762633990048,11.344604320765406,0.0,29.65085587053792,30.774600966654344,28.819794290688357,0.04105971652859141
294,3,2016-12-12,63.830672220981114,63.96064490479,63.46818569656131,67.02271670171086,59.7236503150064,58.59596610123205,95.87064598723948,91.93925682372047,78.69691417103964,6.091464857137895,2.1373984056642166,0.0,30.989112888442314,30.51221657470366,31.122085752349317,0.08091172153718657
1208,1,2018-07-04,74.0,61.2,48.0,71.0,58.9,44.0,100.0,91.7,83.0,20.0,10.5,0.0,29.9,29.7,29.6,0.29
1701,3,2019-04-24,80.11444704284976,69.4820046977014,66.79093861001154,70.59887163006069,73.73191171856304,63.53906211746143,100.0,89.36316055122012,70.06852009265323,24.2190559949307,11.683392495064894,0.0,35.15853609661478,32.10272202241073,28.70392323240636,0.019441480282212598
962,3,2018-02-03,66.80964738559047,65.64182618220775,55.75187248689949,56.265840307736724,52.130603561157585,51.68969344778195,96.53678851723458,73.38548352885572,50.096378786488955,13.013130407455012,6.957162641322574,0.0,30.56035855249224,32.57219989288433,29.18746861257734,0.009079308783066736
1053,3,2018-04-05,81.90469018677601,80.7446206971908,72.73422964886815,72.03713719315094,70.24902805158298,62.36765846173558,95.28462086075501,92.7371790600199,66.8067006527112,18.65204523626866,7.855110105213227,0.0,28.913544623902272,28.5284773119127,30.45707028439661,0.0
1058,2,2018-04-07,80.67136958504638,78.74171930915517,74.2197772437551,77.5358233796068,79.74212795790037,77.14925450299262,96.60267707802784,94.76274428792526,80.75869822807928,11.475530717721313,5.69288257065146,0.0,29.809408491649602,28.16729889988727,29.437630082864498,0.03992288954862005
8,3,2016-01-12,63.254369259668984,49.79306179649721,38.561419418796355,41.51943772398541,35.93802872853099,26.692248557706233,86.96606443531476,59.91002051934529,23.519668079871234,12.241672815540895,6.059601814294131,0.0,31.60134388265399,29.705052183335418,28.71343088181898,0.0
316,3,2016-12-26,81.96601459564452,72.47622381673524,72.82219827246138,72.32010790117741,62.533015353540804,68.94531638649208,93.57883504092669,78.56905055519108,56.245930101969066,14.765828173810357,11.396645015054457,0.0,32.61591082546113,32.101776773286886,29.74465411039485,0.010266425284618163
304,1,2016-12-20,58.0,44.9,35.0,35.0,24.2,19.0,68.0,46.8,22.0,9.0,3.8,0.0,30.4,30.3,30.2,0.0
427,3,2017-03-04,79.12230964188565,67.56326039939357,62.12626642951101,53.208053841344444,51.72348960142215,44.866661345523866,80.18350241177123,60.13195846400251,26.051219888905315,13.032626230953053,7.092213184789012,0.0,28.65464913433053,29.3230987401561,30.92205976959022,0.020113317166325688
105,2,2016-07-17,93.81653815136963,83.86995843525654,79.03275130059205,80.02925765493234,71.47878387804246,62.140422414593736,82.89156836217755,66.36667884670466,43.29622060084207,18.767341746706965,6.000494865418883,0.0,29.283119725631735,29.928859093608597,31.86122136401304,0.0
209,1,2016-09-26,85.0,76.8,73.0,74.0,72.0,69.0,96.0,86.0,65.0,20.0,7.2,0.0,29.9,29.9,29.9,0.53
121,3,2016-07-27,91.1703968897767,79.2617095120866,69.08829959836297,78.34649982833221,81.89392759552055,68.33562101206469,93.21014359749041,87.50600277777541,68.92318416106401,9.909375294560192,4.061602968866075,0.0,30.172399196162264,30.326601145440243,28.361367069349,0.0
1447,2,2018-11-24,69.63337563997891,58.162422566104944,48.431491944905424,60.396989250723514,61.99822862940201,45.47909777112306,96.8592599650105,83.02104406849179,37.71497556492759,10.178076652192644,3.2203213393462167,0.0,27.17648642528843,33.52739356611142,31.126452329915917,0.009075157633167442
1767,3,2019-06-15,84.91991348732462,80.3890055369637,75.49067311636794,85.79832810297721,75.2542465608519,77.95961908037225,86.50810726904585,67.66668035293291,52.69173316560919,14.840663639810202,10.404032729728193,4.582491617825016,29.7250368896198,31.123630144564064,31.283504272039565,0.0
478,2,2017-04-08,103.99315453961233,84.1642461039389,78.72993981066116,73.90184301900409,78.47064896255642,72.7759484516383,92.26800283909928,78.0342342408633,46.19292604209606,20.066149210278375,5.246509516138623,0.0,30.22296430018484,30.596559243707706,29.285240541739523,0.030898881887910658
822,3,2017-11-04,78.4518627633937,66.09797709381215,60.36814155776094,66.57168648579825,64.09840292195055,63.84183622110165,98.4368004084633,77.94036274560096,75.97333859780393,17.990988143508353,9.026242180719255,0.0,30.666302823263624,32.101261637542486,33.49471838300634,0.14149707208757448
115,1,2016-07-21,97.0,86.8,76.0,77.0,71.9,64.0,94.0,64.8,34.0,12.0,3.9,0.0,30.0,30.0,29.9,0.01
123,2,2016-07-28,87.37039103417764,73.93133614440715,77.50269351044786,79.6381977820254,75.32281517054382,64.72264416854318,99.98030721363568,88.55846775773371,57.77907712449369,25.7926989992177,4.6186463880879245,0.0,29.55425099402837,29.49052924073131,26.192190812313296,0.23790901076042162
1406,1,2018-10-29,85.0,71.7,60.0,70.0,62.9,58.0,100.0,77.5,44.0,13.0,4.3,0.0,30.1,30.0,29.9,0.0
1428,3,2018-11-13,44.23995356586307,37.968983713494886,34.57989650382919,37.15357112362879,32.8108206779985,29.281272141471767,87.26273046052357,73.91910872791206,64.27893538598052,21.615448840258573,14.219490521597002,4.795416845983698,31.04780210801404,31.148213520976046,30.554377833100187,0.05992851643792381
859,2,2017-12-04,77.47447904170724,64.18736699735472,58.80714333343953,74.76405190839233,65.79650634903611,59.72221108542161,93.01237835868716,92.90030891514465,69.09459527584282,12.661366891540151,6.655056135602116,0.0,29.31446742222,31.668082913992855,32.022110500584,0.7868986537895913
1512,1,2019-01-01,65.0,50.7,40.0,50.0,45.5,40.0,100.0,84.8,52.0,16.0,5.0,0.0,30.1,30.0,29.9,0.03
1913,1,2019-09-07,96.0,86.8,80.0,79.0,75.5,69.0,96.0,71.6,43.0,12.0,5.4,0.0,29.9,29.8,29.8,0.31
1727,3,2019-05-12,74.30025345990715,57.22651212798307,48.524397647927415,57.095860521128806,52.40929660058781,44.599928001902605,86.1875825290234,75.71999197039518,52.219836589528775,14.153166597194023,5.762751189050354,0.0,29.939033669318178,30.172539478380124,31.635262760892275,0.0
591,1,2017-06-13,89.0,82.8,78.0,78.0,75.0,73.0,90.0,77.6,59.0,31.0,13.5,3.0,29.9,29.8,29.8,0.02
840,1,2017-11-17,85.0,76.1,69.0,71.0,67.9,63.0,100.0,77.7,48.0,13.0,8.3,0.0,29.9,29.9,29.8,0.0
764,2,2017-09-24,88.45043448759435,77.20948829403464,65.3884170355274,68.16911356212448,72.99196736994725,71.94997256509696,99.4111120211348,84.36803962245335,49.76256288298164,16.47357974773004,7.49711893885863,0.0,28.186674098371526,30.831163564677148,30.510845330126003,0.0
1920,2,2019-09-12,84.1992397392047,64.71809416053706,68.92533046810877,69.45213814415087,72.04666980517761,60.841277184478976,87.89595178826292,69.34733466259617,53.06852054364553,13.876694929084326,7.678310000436288,0.0,27.732254516730965,28.84515734783365,28.05509811064291,0.0
1835,1,2019-07-27,95.0,84.3,75.0,74.0,72.0,69.0,90.0,68.2,44.0,15.0,7.0,0.0,30.0,30.0,29.9,0.0
552,1,2017-05-23,87.0,72.3,65.0,65.0,62.7,60.0,90.0,73.5,44.0,23.0,8.8,0.0,29.8,29.7,29.6,0.19
87,3,2016-06-28,99.08098507705895,92.91739607632046,69.48404875779609,73.99981712634631,72.87399205166092,71.61247179636841,95.79319664003127,75.62310171362886,53.18237675819531,19.12063220374891,5.159198206521107,0.0,31.388727161078013,31.819894582788006,26.2289978287053,0.0
1521,2,2019-01-04,51.51848312558424,52.75814885563575,36.91767638082914,39.113723709347106,34.172328329716684,35.715906522566186,98.89298554341286,74.58695718827582,47.89612673425632,10.148796996448425,4.341956536573947,0.0,33.20011344394225,29.7046070287566,29.607175119346678,0.0
10,3,2016-02-06,79.79929710862264,76.70734640141468,72.9710161130813,71.03870931514477,68.81538279448964,64.84650412226026,96.4265751577636,98.18621340286384,89.24004136335675,17.713538905688512,6.838441337900926,0.0,29.915672716010928,31.09833495878239,28.627014186692193,4.053210861897079
1454,2,2018-11-30,79.59040645441131,73.58424405502923,69.29779649963177,72.99147993349426,68.09563074094766,66.23624505584182,98.25179967220288,88.01035068807901,74.26469138088859,17.40899217306966,9.512073651333113,3.010920462127044,29.321723552621638,30.29098369499805,30.313031349884746,0.1676076972049749
1047,2,2018-04-02,65.31971964826337,62.88676671181807,58.42962618768832,64.2521655198642,55.32496396179042,53.561350742527345,100.0,100.0,81.39869987058871,15.919892670312137,6.656139211143699,0.0,30.120241294770523,28.763823483922174,29.05481802197954,0.03940669809796511
1090,3,2018-04-28,83.37141540129336,67.18660969482903,55.81836088235507,57.76671319522187,54.6256967582912,46.97226080601145,92.19486904552352,63.08649913514984,29.916175858836418,12.734367436752628,3.545983618408549,0.0,32.77456110735152,30.55074947938963,29.790962446819577,0.0
906,3,2017-12-31,45.93513535012615,49.36896479319707,41.30177189140767,48.04242324707331,41.28548805892723,27.360288483073912,99.88509301715581,70.21016231743678,65.17563576085803,20.968435311368452,12.779629330146914,6.050491895151278,31.9522750445371,30.11088153222741,30.17395568175832,0.009856440156948235
543,1,2017-05-18,90.0,81.9,78.0,74.0,71.1,66.0,84.0,70.8,51.0,24.0,15.5,8.0,29.7,29.7,29.7,0.0
1586,2,2019-02-17,66.60601299156846,56.57334157106885,49.97768789505034,66.09442761756313,58.5365529261044,40.37030838552425,100.0,87.39122043342184,53.0160657358324,17.81776083109884,9.842763054178121,2.8482017004688585,29.667214089789034,30.572108029223585,30.22818615480117,0.009982906452490918
353,2,2017-01-17,71.85482477013012,61.73381771611999,54.14872231696892,69.94094418933724,59.12647713537212,60.47466600287547,96.29150776699782,95.94084676509871,89.94438114606251,15.170195579387435,8.996496621879487,0.0,29.190417662190438,33.06262945115046,28.163311374736935,0.16282639492153012
494,2,2017-04-17,87.27992966683817,78.25413252625364,65.79702573063113,74.15527166904745,67.78091544005345,63.05337402508761,93.65062594852296,82.65259583637118,58.40969499367939,14.904716889780836,7.298760773500396,0.0,30.624331648836403,31.82472951028041,28.65954904347119,0.0
889,2,2017-12-22,79.76175018050587,64.99207271338896,48.22558369962563,73.73104642589041,64.54216737633075,42.30398080699713,100.0,90.83714738661747,56.79507744444824,21.546178442089044,12.540884892858115,6.150737555025467,30.370910245238804,28.2229087186018,28.63821308353531,0.0
637,3,2017-07-06,101.75145461139638,83.11246920640752,76.57266551034256,75.22994268894985,68.12548307520728,68.41983041837189,90.62706629411136,68.67953390421425,36.762663664045995,14.614079839265738,7.552495899766513,3.1707363006870883,30.47233750995337,28.986266668170376,28.727289741617618,0.14708336487115053
1398,1,2018-10-24,69.0,64.9,62.0,67.0,63.3,58.0,100.0,94.6,84.0,14.0,9.7,0.0,30.0,29.9,29.8,0.38
1261,3,2018-08-09,91.80177561601732,77.2297161713896,79.2073690985166,80.43437203941063,71.08857250935243,68.64942160565842,100.0,92.39391040729028,52.96991565312498,12.903900131758338,3.9735935299852967,0.0,28.67758102403719,30.5666902622391,28.534557582613836,1.3507340520427875
71,1,2016-06-16,96.0,86.5,79.0,77.0,74.6,70.0,94.0,69.8,44.0,10.0,6.5,3.0,29.9,29.9,29.8,0.0
63,2,2016-06-12,77.31926505651961,55.130857622318125,48.429219874590984,48.80992433760428,54.31498240145474,44.90195527130048,98.82240781766264,81.45006949277817,52.65219478871234,14.393365250495576,5.4965524703423005,0.0,29.76702562179997,28.773693555528403,30.300249454813766,0.4587467782675638
836,2,2017-11-13,75.25616773025878,62.05409677949301,58.57867821958091,60.33493823046723,65.26858429439154,54.90218171823673,97.42025565251546,72.07343094138282,49.28295649826328,11.082025224417162,4.754746503666998,0.0,31.041468232343085,31.027146673611448,29.474906276855602,0.0
1261,3,2018-08-09,91.80177561601732,77.2297161713896,79.2073690985166,80.43437203941063,71.08857250935243,68.64942160565842,100.0,92.39391040729028,52.96991565312498,12.903900131758338,3.9735935299852967,0.0,28.67758102403719,30.5666902622391,28.534557582613836,1.3507340520427875
907,3,2018-01-01,35.9705362267704,35.0796272812529,31.789426283791343,29.20987959478063,17.13465089334588,11.327344585866749,66.32440298572386,51.51400382073018,28.039734843052763,21.03071466290807,14.672170813186192,7.323875612913422,31.33962601669944,30.779320902530305,31.576958872845317,0.0
1665,1,2019-04-04,83.0,72.3,64.0,73.0,69.0,64.0,100.0,90.5,63.0,14.0,7.7,0.0,29.9,29.9,29.8,0.34
1535,1,2019-01-14,56.0,45.6,37.0,39.0,37.2,34.0,89.0,73.8,51.0,12.0,6.1,0.0,30.4,30.3,30.2,0.0
500,3,2017-04-19,79.50647532290044,76.69237655949453,62.797502356291226,71.70579192013913,65.3696730490048,62.65110009745391,97.60932294121122,82.00501711564445,62.91261388535759,21.134693677800005,9.499924723839738,0.0,31.25781293774453,30.622868713745913,28.66043299498017,0.2847070628900103
841,1,2017-11-18,84.0,73.5,57.0,70.0,61.2,41.0,93.0,67.8,36.0,23.0,13.3,5.0,30.1,29.8,29.7,0.0
1378,2,2018-10-15,77.39431930017452,61.081490605282546,59.654955707449595,85.33386446695103,64.3014351659578,58.95747550960339,100.0,94.5493592276652,86.07604945556541,19.494357895206093,13.461224146861191,2.901707669430766,31.239901992819338,29.533214671028702,31.62506932568934,0.0
1001,2,2018-02-25,68.40011096095513,56.00414386391568,56.788537588242505,75.67600493791983,57.21080302077656,54.31782365050629,100.0,95.70478233210828,86.83846917517147,20.177600779813737,8.758091276294655,0.0,30.284124325875176,30.425008284968197,32.02856003217906,0.1614211130699531
1064,3,2018-04-10,100.44484912732602,85.87953866131602,74.0419961904512,79.62498106527086,79.50639680037922,73.01604358352449,100.0,86.36104647176904,56.654010270986355,9.841005837803397,3.5340210382367077,0.0,30.58595826784523,28.83863780199387,29.443088804139894,0.029204515781499713
205,1,2016-09-25,89.0,76.9,73.0,77.0,73.4,71.0,100.0,89.3,61.0,36.0,7.0,0.0,29.9,29.9,29.8,0.69
902,2,2017-12-29,49.858044820053955,47.109260967139576,43.25156951312754,43.6302799739589,39.106635748034954,33.10275111363038,73.46642188661224,67.05349207891504,52.63597226754982,9.523535006556301,7.1475198061864065,3.1093840770652705,32.28285895199916,30.351120934353123,31.483613508562055,0.0
679,3,2017-07-29,99.26440519918795,93.60198595506932,80.24439266785234,75.21179408532366,70.25680351939103,69.93515903296432,91.24062548488207,65.95612797994758,37.04277244269393,15.760932294361407,7.436808373689278,0.0,33.1814905764663,28.96503925690267,31.291369943956393,0.0
557,2,2017-05-24,75.42289874265248,70.93874770206814,60.299781222497515,66.3210904353,49.54385152615543,47.43517625157324,87.21310089787815,55.60908020488416,25.162869102861375,16.73471911530369,9.743923320662185,0.0,30.5880454103713,27.30356043870532,29.034683109528242,0.018906212887840772
377,3,2017-01-30,75.39767318789572,57.53942985533429,42.00413008014705,45.33851589406893,35.69572345145044,24.9156332170716,85.29941160734639,41.5020398018017,17.079349953464664,11.023384811622968,5.903797851215285,0.0,28.129635858396725,31.36302495987896,31.07523707049581,0.0
535,1,2017-05-12,75.0,62.6,54.0,73.0,57.2,39.0,100.0,83.7,55.0,25.0,12.2,0.0,30.1,30.0,29.9,0.29
