Id,Feature1,Feature2,Feature3,Feature4,Length,YearConstruction,YearLastFailureObserved,target
275,P,U,2.93337717339,M,17.7694,2002,,0
16232,T,IAB,-0.569065519329,C,0.6011,2007,,0
17139,P,U,-0.569065519329,C,35.5127,2008,,0
14177,T,IAB,-0.434356184994,C,7.8858,1998,,0
16787,P,U,-0.434356184994,C,35.1439,2007,,0
147,P,U,0.314029005758,D,4.6442,2000,,0
1991,P,U,-0.434356184994,C,18.5307,2004,,0
12953,T,O,1.06241419651,C,59.4826,1991,,0
3104,P,U,0.314029005758,D,4.7876,2001,,0
4002,T,IAB,-0.569065519329,D,3.3894,1979,,0
1297,P,U,-0.434356184994,Dr,2.8861,1999,,0
1983,T,IAB,-0.434356184994,C,1.9987,2004,,0
8545,T,U,-0.509194704069,C,5.3698,1964,2013.0,0
9495,T,U,-0.509194704069,C,12.0592,1979,,0
6772,T,U,-0.322098406381,D,52.2828,1977,,0
18574,T,IAB,-0.434356184994,C,1.6987,2013,,0
3731,T,IAB,-0.509194704069,C,2.3086,1977,,0
273,P,U,2.93337717339,M,116.92,2002,,0
9585,T,IAB,-0.434356184994,C,12.9904,2001,,0
2875,P,U,-0.060163589618,D,29.4533,2004,,0
5967,T,U,-0.322098406381,C,32.7377,1981,,0
18301,P,U,-0.322098406381,C,86.3115,2011,,0
10457,T,IAB,-0.322098406381,C,0.5217,1969,,0
10484,T,IAB,-0.209840627768,D,6.07,1979,,0
4690,P,U,0.314029005758,D,55.8597,2001,,0
2522,P,U,-0.060163589618,D,69.3342,2004,,0
11322,T,IAB,-0.434356184994,C,4.9971,1979,,0
660,P,U,-0.569065519329,C,27.1736,1994,,0
17233,T,U,0.314029005758,D,1.6865,1959,,0
1857,T,IAB,-0.434356184994,C,0.6116,1963,,0
1325,T,IAB,-0.322098406381,C,0.6198,1998,,0
15743,T,IAB,-0.569065519329,C,9.0373,2002,,0
6196,T,IAB,-0.322098406381,D,11.7907,1988,,0
2395,T,IAB,-0.434356184994,C,1.498,2004,,0
8601,T,U,-0.434356184994,C,35.5385,1989,,0
11659,P,U,1.06241419651,D,13.1675,1994,,0
11081,P,U,-0.322098406381,C,35.4207,1998,,0
10259,T,O,2.93337717339,M,260.1409,1977,,0
3032,P,U,-0.209840627768,D,56.3879,1993,,0
2307,P,U,0.688221601134,D,57.808,2004,,0
5222,T,U,-0.322098406381,C,68.1191,1981,,0
6492,T,IAB,-0.322098406381,C,0.6979,1994,,0
13184,T,U,1.06241419651,D,3.7771,1975,,0
7124,T,IAB,-0.060163589618,D,7.5087,2001,,0
11634,P,U,-0.509194704069,C,34.7991,1993,,0
8284,T,IAB,-0.322098406381,D,5.1511,1996,,0
1919,T,U,0.12693270807,D,26.9961,1985,2009.0,0
6940,T,IAB,0.12693270807,D,1.1807,1983,,0
1411,P,U,-0.509194704069,C,138.7794,2004,,0
15051,P,U,-0.322098406381,D,30.4096,1994,,0
10016,T,U,1.43660679189,D,40.05,1973,,0
5720,P,U,-0.322098406381,D,19.9627,1999,,0
612,P,U,-0.509194704069,C,35.1292,2001,,0
15478,P,U,-0.322098406381,D,236.8422,1999,,0
12408,P,U,-0.322098406381,C,97.8431,2001,,0
8332,T,IAB,-0.209840627768,C,0.5086,1978,,0
4787,P,U,-0.322098406381,D,50.8154,2001,,0
8190,T,IAB,-0.434356184994,C,5.4951,1966,,0
2414,P,U,-0.209840627768,D,92.7839,2004,,0
8243,T,U,-0.060163589618,D,47.7146,1977,,0
16099,T,U,-0.060163589618,D,97.5704,1975,,0
933,P,U,-0.209840627768,D,2.9971,2003,,0
18380,P,U,-0.322098406381,C,16.4331,2013,,0
11604,P,U,-0.434356184994,C,23.428,1997,,0
4040,T,U,-0.569065519329,C,22.8795,1980,,0
17476,T,IAB,-0.322098406381,C,1.2095,2010,,0
906,P,U,-0.060163589618,D,1.1443,1998,,0
18572,T,IAB,-0.509194704069,C,3.4966,2013,,0
3192,T,U,-0.322098406381,C,36.2375,1975,2009.0,0
18977,T,U,-0.509194704069,D,1.0794,2013,,0
4406,P,U,-0.434356184994,C,4.9306,1997,,0
10246,T,IAB,-0.434356184994,C,2.2263,2001,,0
17238,P,IAB,-0.569065519329,C,1.3182,2008,,0
14653,T,IAB,-0.060163589618,C,2.2477,1981,,0
18762,P,U,-0.209840627768,C,12.226,2012,,0
11300,T,U,-0.322098406381,C,4.0279,2006,,0
761,T,IAB,-0.509194704069,C,2.7049,1969,,0
13868,P,U,-0.060163589618,D,17.8309,1993,,0
8553,T,U,4.43014755489,M,6.008,1978,,0
11019,T,IAB,-0.209840627768,C,70.9253,1960,,0
4142,T,U,-0.569065519329,C,11.3022,1975,,0
7301,P,U,-0.322098406381,C,62.3911,1995,,0
7411,T,U,-0.209840627768,C,21.9671,1981,,0
4507,T,IAB,0.12693270807,D,2.3482,1999,,0
1772,T,U,-0.434356184994,C,5.684,1990,,0
3617,T,U,-0.209840627768,D,17.7126,1973,,0
8871,T,IAB,-0.322098406381,C,1.1881,2000,,0
9214,P,U,-0.509194704069,C,5.4343,1999,,0
14673,T,U,-0.434356184994,C,45.7827,1984,,0
4158,T,U,0.688221601134,D,2.21,1964,,0
8812,T,U,1.43660679189,D,92.5898,1982,,0
12723,P,U,-0.434356184994,C,23.2119,2005,,0
12661,P,U,-0.209840627768,D,3.7915,2005,,0
19288,T,IAB,-0.322098406381,D,6.6929,2008,,0
7796,P,U,-0.322098406381,C,22.9248,1994,,0
18331,P,U,0.314029005758,D,17.9728,2012,,0
11789,P,U,-0.434356184994,C,24.0015,1995,,0
14635,T,U,0.12693270807,D,43.6924,1990,,0
3557,T,IAB,-0.434356184994,C,3.2212,1994,,0
16789,P,U,-0.509194704069,C,6.4462,2007,,0
4322,T,U,-0.322098406381,D,49.1615,1974,,0
15655,T,U,-0.509194704069,C,14.0896,1972,,0
17767,P,U,-0.060163589618,D,18.3297,2005,,0
12538,P,U,-0.569065519329,C,3.1474,2005,,0
13247,P,U,0.314029005758,D,58.5591,2006,,0
6507,P,U,-0.434356184994,C,9.0751,1994,,0
12795,P,U,-0.434356184994,C,50.0763,2005,,0
15819,P,U,-0.434356184994,C,6.9633,1999,,0
16659,T,O,-0.209840627768,C,69.5985,1959,,0
11620,T,IAB,-0.434356184994,C,0.8739,2001,,0
11506,T,IAB,-0.509194704069,C,14.3791,1967,,0
18448,P,U,2.18499198264,M,603.9528,2013,,0
16301,P,U,-0.569065519329,D,3.1219,2007,,0
6074,T,U,-0.060163589618,D,101.5181,1977,,0
7857,T,IAB,-0.434356184994,C,0.4994,1977,,0
13256,P,U,-0.209840627768,D,30.6881,2006,,0
8368,T,IAB,-0.209840627768,C,0.5,1977,,0
4756,T,U,-0.509194704069,C,4.377,1991,,0
12631,T,IAB,-0.569065519329,D,0.9003,2005,,0
9980,T,IAB,0.314029005758,C,0.4,1964,,0
3736,T,IAB,-0.509194704069,C,6.6601,1978,,0
10770,T,IAB,-0.569065519329,C,11.8457,1984,,0
19299,P,U,-0.209840627768,D,49.515,2008,,0
18270,P,U,1.06241419651,D,67.9896,2011,,0
11801,T,U,-0.569065519329,C,0.6256,1970,,0
18538,P,U,-0.322098406381,D,18.1691,2013,,0
1760,T,IAB,-0.434356184994,C,5.8379,1986,,0
11758,P,U,-0.509194704069,C,33.4959,1994,,0
19112,P,U,-0.060163589618,D,56.2347,2013,,0
4319,P,U,-0.209840627768,D,26.8043,2001,,0
9687,T,IAB,-0.509194704069,C,0.5964,2001,,0
14016,T,IAB,-0.434356184994,C,0.328,1996,,0
8941,P,U,-0.434356184994,D,5.5996,1994,,0
6653,T,IAB,-0.209840627768,C,8.8125,1977,,0
8582,T,U,-0.434356184994,C,5.7363,1989,,0
16745,T,IAB,-0.322098406381,D,16.7553,2006,,0
6580,P,U,-0.322098406381,D,4.0365,1994,,0
16399,T,IAB,-0.434356184994,C,0.5242,2006,,0
2596,P,U,-0.322098406381,C,13.6204,2001,,0
1231,P,U,-0.434356184994,D,66.4669,2003,,0
16212,P,U,-0.434356184994,C,44.1869,2006,,0
6898,T,O,0.688221601134,D,2.0031,1966,,0
16163,P,U,-0.322098406381,D,25.877,2007,,0
6263,T,IAB,-0.322098406381,C,10.4592,1984,,0
17568,T,U,1.43660679189,D,0.6163,1979,,0
15698,T,IAB,-0.569065519329,D,4.1544,1978,,0
7187,T,IAB,-0.434356184994,C,29.5918,1997,,0
13864,P,U,-0.434356184994,C,33.0998,1993,,0
9499,T,IAB,-0.209840627768,C,0.4335,1992,,0
4962,P,U,0.688221601134,D,1.7482,2001,,0
15807,T,IAB,-0.509194704069,C,10.2578,1987,,0
8264,T,IAB,-0.322098406381,C,0.4999,1988,,0
15080,P,U,-0.434356184994,M,2.9758,1999,,0
6416,T,IAB,-0.322098406381,C,1.5437,1994,,0
6119,T,IAB,-0.569065519329,C,3.1189,2001,,0
5611,P,U,-0.434356184994,C,24.6923,1999,,0
1907,T,IAB,-0.509194704069,C,8.5905,2003,,0
2811,P,U,-0.569065519329,C,19.2948,2004,,0
1651,T,IAB,-0.569065519329,C,2.0484,1979,,0
8569,T,U,-0.322098406381,C,32.0782,1992,,0
18867,T,IAB,-0.434356184994,D,1.0998,2013,,0
530,P,U,-0.569065519329,C,6.1153,2002,,0
4394,P,U,-0.209840627768,D,28.6015,1994,,0
16984,P,U,-0.060163589618,D,60.9004,2009,,0
17701,P,U,-0.509194704069,C,17.0719,2012,,0
11566,T,IAB,-0.434356184994,C,10.7439,1970,2010.0,0
11373,P,U,-0.509194704069,C,27.6101,1993,,0
18114,T,U,0.688221601134,D,3.5029,1981,,0
6859,T,U,0.688221601134,D,75.2567,1977,2013.0,0
9902,P,U,1.06241419651,D,12.7503,1995,,0
11069,T,IAB,-0.434356184994,C,3.9975,1998,,0
10242,T,IAB,0.314029005758,D,7.5329,2001,,0
6818,T,U,-0.434356184994,C,16.8086,1977,,0
6999,T,IAB,-0.322098406381,C,10.3151,1977,,0
1020,P,U,-0.434356184994,D,38.3637,2003,,0
9649,T,IAB,-0.434356184994,C,4.5473,2013,,0
7239,T,U,-0.322098406381,C,20.4871,1979,,0
17356,P,U,-0.509194704069,C,10.9676,2010,,0
12228,T,U,5.17853274564,M,2.2395,1984,,0
15969,T,IAB,-0.434356184994,D,5.6574,1999,,0
18240,P,U,-0.060163589618,C,53.3795,2008,,0
8042,T,IAB,-0.509194704069,C,7.4938,1994,,0
5960,T,IAB,-0.434356184994,C,5.6317,1992,,0
4798,T,IAB,-0.060163589618,C,6.338,1961,,0
15599,T,IAB,-0.509194704069,C,6.4948,1975,,0
5619,P,U,0.314029005758,D,14.9187,1999,,0
15924,T,U,-0.322098406381,C,13.045,1989,,0
18392,T,U,4.43014755489,M,35.4455,1976,,0
14299,T,U,-0.569065519329,C,1.4778,1979,,0
8934,P,U,4.43014755489,M,3.2155,1993,,0
2191,P,U,-0.509194704069,C,28.4239,2004,,0
10676,T,U,0.12693270807,D,88.5532,1976,2005.0,0
12732,P,U,-0.434356184994,C,26.6963,2005,,0
579,P,U,2.18499198264,M,84.7174,2002,,0
6326,P,U,-0.509194704069,C,15.4758,1998,,0
11076,P,U,-0.322098406381,C,6.6805,1998,,0
8270,T,IAB,-0.434356184994,D,7.4454,1977,,0
7056,T,U,-0.209840627768,D,5.7827,1977,2003.0,0
8114,T,IAB,-0.209840627768,D,12.1151,1973,,0
899,P,U,-0.209840627768,D,58.3756,1993,,0
18526,T,IAB,-0.569065519329,C,1.0515,2013,,0
9478,T,U,-0.434356184994,C,13.4233,1974,,0
15330,P,U,-0.434356184994,C,45.0673,1998,,0
2769,P,U,-0.434356184994,C,63.4508,2004,,0
13103,T,IAB,-0.569065519329,C,5.408,1965,,0
14581,T,U,-0.434356184994,C,24.6735,1968,,0
11710,P,U,-0.509194704069,C,0.8823,1994,,0
1073,P,U,-0.434356184994,D,89.6304,2003,,0
12588,T,IAB,-0.434356184994,C,1.321,2005,,0
2264,P,U,0.12693270807,D,104.7224,2004,,0
282,T,IAB,-0.434356184994,C,2.2546,2002,,0
18772,P,U,0.688221601134,D,12.0479,2012,,0
1573,T,IAB,-0.060163589618,D,0.5236,1977,,0
16735,T,IAB,-0.569065519329,C,6.7534,1999,,0
16397,P,U,-0.322098406381,C,59.8302,1992,,0
2896,P,U,3.68176236414,M,160.7696,2004,,0
9487,T,U,-0.322098406381,D,11.6355,1986,,0
5782,T,IAB,-0.434356184994,C,5.5436,1968,,0
4942,P,U,2.93337717339,M,139.1573,2001,,0
8289,T,U,-0.209840627768,C,56.0613,1989,,0
17151,P,U,-0.060163589618,D,96.9408,2008,,0
3055,T,IAB,-0.322098406381,D,4.6952,2000,,0
19275,T,IAB,-0.209840627768,D,26.9762,2008,,0
15742,T,IAB,-0.569065519329,C,12.8496,2002,,0
14801,T,U,-0.434356184994,C,55.1613,1979,,0
18434,P,U,-0.509194704069,C,69.168,2012,,0
18466,P,U,0.688221601134,D,9.5122,2013,,0
6182,P,U,-0.322098406381,D,41.5507,2000,,0
10799,T,U,-0.569065519329,C,3.5794,1971,,0
8512,T,U,2.18499198264,M,72.2312,1966,,0
11060,T,IAB,-0.322098406381,D,11.4901,1975,,0
10997,P,U,-0.322098406381,D,19.0076,1996,,0
14365,T,U,0.12693270807,D,35.1427,1979,,0
14269,T,IAB,-0.060163589618,C,1.5989,1979,,0
17696,P,U,-0.569065519329,D,102.3088,2012,,0
11798,P,U,-0.322098406381,C,23.3444,1995,,0
4156,T,U,-0.569065519329,C,1.7517,1977,,0
7839,T,IAB,-0.209840627768,D,6.2236,1977,,0
18308,T,IAB,-0.434356184994,C,2.8519,2011,,0
10393,P,U,0.314029005758,D,1.6973,1996,,0
3350,T,IAB,-0.569065519329,C,3.0615,1970,,0
16685,T,U,-0.569065519329,C,1.8551,1978,,0
1254,P,U,0.12693270807,D,20.4966,2003,,0
2612,P,U,-0.322098406381,D,43.2778,2004,,0
4689,P,U,0.314029005758,D,65.3309,2001,,0
19080,P,U,-0.434356184994,C,45.7968,2012,,0
8737,T,IAB,-0.569065519329,C,1.4932,1967,,0
16669,T,U,-0.658871742219,C,13.7864,1959,,0
18982,P,U,-0.322098406381,D,10.1368,2013,,0
7047,T,U,2.18499198264,M,1.865,1965,,0
11488,T,IAB,-0.434356184994,C,1.2361,1998,,0
9640,T,U,-0.209840627768,C,4.1054,1978,,0
5005,T,IAB,-0.434356184994,C,1.3985,2001,,0
1971,P,U,-0.509194704069,C,53.8715,2004,,0
17973,P,U,-0.569065519329,C,22.0262,2010,,0
11061,T,U,-0.209840627768,D,34.7712,1975,,0
18259,T,U,-0.322098406381,C,0.3567,1984,,0
17860,P,U,-0.434356184994,D,2.1165,2012,,0
10505,T,IAB,-0.209840627768,C,9.7498,1998,,0
1816,T,U,-0.209840627768,D,86.0309,1976,,0
14659,T,U,-0.434356184994,C,19.6047,1982,,0
1338,T,U,-0.209840627768,C,1.4841,1981,,0
10181,T,IAB,-0.434356184994,C,2.1913,2001,,0
19105,P,U,-0.209840627768,C,75.6979,2013,,0
946,P,U,-0.569065519329,D,10.4923,2003,,0
14180,T,U,-0.322098406381,C,25.0757,1987,,0
1264,P,U,-0.569065519329,C,2.836,2003,,0
17219,P,U,-0.509194704069,C,88.8882,2008,,0
17175,P,U,-0.209840627768,D,17.0832,2008,,0
6003,T,IAB,-0.509194704069,C,1.8191,1968,,0
17456,T,IAB,-0.569065519329,C,0.6847,2010,,0
9532,T,IAB,-0.509194704069,D,8.9443,1986,,0
3987,T,U,-0.569065519329,C,32.7787,1980,,0
9102,T,IAB,-0.434356184994,C,0.551,1999,,0
6437,T,IAB,-0.434356184994,C,1.5904,1994,,0
18947,P,U,-0.322098406381,D,1.9938,2013,,0
5208,T,U,-0.322098406381,C,121.5945,1972,,0
15367,T,IAB,-0.569065519329,C,0.4499,2001,,0
10571,T,IAB,0.12693270807,D,10.488,1967,,0
10965,T,IAB,0.12693270807,C,3.9967,1999,,0
7709,P,U,0.314029005758,D,79.9939,1993,2003.0,0
4700,T,IAB,-0.569065519329,C,4.2085,1981,,0
10310,T,O,-0.060163589618,D,249.0796,1974,,0
15135,T,U,-0.569065519329,C,21.2644,1987,,0
6037,T,U,1.06241419651,D,0.5306,1978,,0
6531,P,U,-0.509194704069,C,18.2619,1994,,0
8581,T,U,-0.322098406381,D,23.9205,1989,,0
13952,T,IAB,-0.434356184994,C,9.1771,1974,,0
18919,P,U,-0.322098406381,C,41.0293,2013,,0
14605,T,IAB,-0.569065519329,C,0.3573,1983,,0
13968,T,IAB,-0.434356184994,C,0.8652,1981,,0
1831,P,U,-0.060163589618,D,2.0656,2001,,0
8248,T,U,-0.509194704069,C,44.7196,1977,,0
2975,T,IAB,-0.509194704069,C,26.9552,1966,2006.0,0
1064,T,IAB,-0.569065519329,C,1.8486,1961,,0
18681,P,U,-0.322098406381,C,8.6354,2013,,0
15162,T,IAB,-0.434356184994,C,15.8844,1987,,0
14888,T,IAB,-0.434356184994,C,8.6363,1998,,0
13887,T,IAB,-0.509194704069,C,4.0791,1993,,0
10429,T,IAB,-0.509194704069,C,2.2595,2001,,0
8806,T,IAB,-0.569065519329,D,2.7091,1978,,0
2945,P,U,-0.322098406381,C,19.5555,2004,,0
18875,P,U,-0.509194704069,D,4.7962,2013,,0
5109,P,U,-0.569065519329,C,1.968,2007,,0
17160,P,U,-0.322098406381,C,15.0421,2008,,0
15755,T,IAB,-0.569065519329,C,3.1667,1983,,0
16859,P,IAB,-0.509194704069,D,20.2515,2007,,0
17207,T,O,5.17853274564,M,44.3775,1984,,0
16392,T,U,1.06241419651,D,0.9074,1979,,0
18365,P,U,-0.434356184994,C,46.2317,2012,,0
16079,T,U,-0.209840627768,C,28.2903,1991,,0
2112,T,IAB,-0.209840627768,C,85.4073,1982,,0
17280,P,U,-0.322098406381,D,8.6661,2011,,0
11542,T,IAB,-0.434356184994,C,1.7835,1984,,0
14494,P,U,-0.209840627768,D,134.4834,1995,,0
13901,P,U,-0.322098406381,C,43.9938,1996,,0
8555,T,U,0.688221601134,D,117.9851,1992,,0
17529,T,IAB,-0.434356184994,C,16.1955,2010,,0
14484,P,U,-0.434356184994,C,8.3777,1995,,0
3176,T,U,0.314029005758,D,79.9151,1979,2006.0,0
14757,T,IAB,-0.509194704069,C,15.1501,1973,,0
10233,P,U,-0.322098406381,D,80.8327,1993,,0
19087,P,U,1.06241419651,D,10.9409,2013,,0
2970,P,U,1.43660679189,D,71.5063,1996,,0
16057,P,U,-0.322098406381,D,62.9058,2001,,0
13512,T,IAB,-0.434356184994,C,2.8713,2008,,0
17725,P,U,-0.569065519329,C,46.8006,2012,,0
16891,T,IAB,-0.569065519329,C,12.7287,2008,,0
9257,P,U,-0.060163589618,D,2.0718,1994,,0
1657,P,U,-0.434356184994,C,9.1553,2004,,0
9501,P,U,-0.434356184994,C,85.5693,1994,2002.0,0
814,T,U,0.314029005758,D,42.7527,1980,,0
8446,T,IAB,-0.434356184994,C,14.6228,1987,,0
10226,P,U,-0.434356184994,C,29.1059,1996,,0
4848,P,U,0.688221601134,D,78.2472,1997,,0
1203,P,U,-0.434356184994,D,35.9045,2003,,0
4124,P,U,-0.060163589618,D,18.095,1994,,0
4461,P,U,-0.060163589618,D,23.1288,1994,,0
11028,T,IAB,-0.434356184994,C,2.997,1994,,0
8208,T,IAB,-0.569065519329,C,2.9974,1995,,0
18172,P,U,-0.209840627768,D,20.1758,2012,,0
1271,P,U,-0.060163589618,D,10.4811,2003,,0
2003,P,U,-0.509194704069,C,11.4635,2004,,0
8027,P,U,-0.434356184994,C,46.4902,1994,,0
10434,T,U,5.17853274564,M,6.978,1978,,0
1118,T,IAB,-0.322098406381,C,1.5992,2003,,0
17490,T,U,-0.060163589618,C,0.6488,2011,,0
8206,P,U,-0.322098406381,D,18.9602,1995,,0
10056,T,U,-0.569065519329,C,13.1123,1978,,0
9015,T,IAB,-0.509194704069,C,1.4484,1967,,0
5569,T,U,-0.509194704069,C,31.926,1961,,0
1500,P,U,-0.569065519329,C,4.9677,2002,,0
17452,P,U,-0.060163589618,D,15.9552,2010,,0
16223,T,U,-0.322098406381,C,8.7015,1979,2012.0,0
1545,P,U,-0.322098406381,D,16.353,1998,,0
13945,P,U,-0.509194704069,C,33.1987,1996,,0
2948,P,U,-0.569065519329,C,3.4971,2009,,0
12582,T,IAB,-0.569065519329,C,0.9903,2005,,0
15339,P,U,-0.509194704069,C,7.5579,1998,,0
1714,T,IAB,-0.434356184994,C,1.4999,1999,,0
12358,P,U,-0.322098406381,D,59.6767,2005,,0
15283,T,U,-0.569065519329,C,44.0235,1983,,0
13963,T,IAB,-0.434356184994,C,0.7535,1981,,0
4675,P,U,0.688221601134,D,16.1899,2001,,0
6277,T,U,0.688221601134,D,232.043,1981,,0
194,T,U,0.12693270807,D,67.6404,1978,2013.0,0
11562,P,U,-0.322098406381,C,76.9068,2012,,0
3706,T,IAB,-0.569065519329,C,3.3038,2002,,0
1402,T,U,-0.434356184994,C,0.4301,1959,,0
4880,P,U,-0.322098406381,D,48.4527,2001,,0
4113,T,U,3.68176236414,M,1.9252,1985,,0
4841,P,U,-0.434356184994,C,17.79,1994,,0
9536,P,U,-0.209840627768,D,43.7345,1998,,0
4263,T,O,2.93337717339,M,162.7393,1978,,0
5393,T,IAB,-0.060163589618,C,7.1952,2001,,0
13592,P,U,-0.060163589618,D,23.8191,2006,,0
14350,T,IAB,-0.434356184994,D,2.7726,1979,,0
14875,P,U,-0.060163589618,D,42.6836,1998,,0
4707,T,IAB,-0.434356184994,C,4.9959,2001,,0
16748,T,IAB,-0.434356184994,D,12.7836,2006,,0
17084,P,U,-0.569065519329,D,6.5512,2009,,0
3383,T,IAB,-0.434356184994,C,2.3541,1991,,0
863,P,U,1.06241419651,D,161.0559,2003,,0
6860,T,U,0.688221601134,D,0.6169,1977,,0
9486,T,IAB,-0.322098406381,C,0.662,1978,,0
6643,T,IAB,-0.434356184994,C,3.6908,1968,,0
2097,T,IAB,-0.434356184994,C,47.344,1978,,0
6375,P,U,-0.509194704069,C,33.1502,1994,,0
3428,T,U,-0.434356184994,C,27.5117,1989,,0
2106,P,U,-0.322098406381,D,23.3032,2004,,0
15317,T,IAB,-0.434356184994,C,32.4756,1973,,0
3892,T,U,-0.434356184994,D,1.452,1977,,0
1057,P,U,-0.509194704069,D,5.6765,2003,,0
18691,P,U,-0.060163589618,C,15.8694,1999,,0
15613,T,U,0.12693270807,D,48.0415,1971,,0
2079,P,U,4.43014755489,M,89.0295,2004,,0
6871,T,U,-0.060163589618,D,45.7221,1977,,0
14422,T,U,-0.434356184994,C,12.8982,1979,,0
14079,T,IAB,-0.434356184994,C,1.4671,1985,,0
583,P,U,2.18499198264,M,47.6681,2002,,0
4770,P,U,0.12693270807,D,57.8397,2001,,0
9703,T,IAB,-0.509194704069,C,3.1155,1991,,0
5806,T,IAB,-0.434356184994,C,4.4542,1992,,0
8312,T,U,1.43660679189,D,0.9758,1977,,0
8799,T,IAB,-0.569065519329,D,7.2425,1978,,0
16573,T,IAB,0.314029005758,D,1.0595,1994,,0
7737,P,U,-0.509194704069,C,45.178,1994,,0
14122,T,U,-0.322098406381,C,14.0376,1990,,0
14515,P,U,-0.209840627768,D,21.0721,1995,,0
10173,P,U,-0.322098406381,D,47.7102,1993,,0
5372,P,U,-0.322098406381,D,65.089,2000,,0
4252,T,O,1.06241419651,D,178.2093,1987,,0
11006,T,IAB,-0.434356184994,C,3.9966,1996,,0
2967,P,U,-0.060163589618,D,17.3923,1994,,0
8580,T,U,-0.434356184994,C,11.5821,1989,,0
28,T,U,-0.509194704069,D,9.4085,1985,,0
14540,P,U,-0.322098406381,D,2.6247,1993,,0
796,T,U,1.43660679189,D,6.6707,1966,,0
5416,T,U,2.18499198264,M,121.5205,1969,2013.0,1
1739,T,IAB,-0.060163589618,D,1.9745,1985,,0
1178,T,IAB,-0.569065519329,C,1.6989,2003,,0
7348,T,U,0.314029005758,D,0.5284,1980,,0
8086,T,IAB,-0.434356184994,C,2.9979,1982,,0
7001,T,U,1.81079938726,M,92.4099,1977,,0
4728,T,U,-0.209840627768,D,1.4995,2001,,0
14895,P,U,-0.322098406381,C,0.6489,1998,,0
11421,T,U,1.06241419651,D,44.7298,1990,,0
7497,T,U,0.12693270807,D,57.963,1991,,0
16813,P,U,0.12693270807,C,49.349,2007,,0
10990,P,U,-0.434356184994,C,10.2248,1996,,0
2940,P,U,-0.322098406381,D,30.1816,2004,,0
14113,T,IAB,-0.060163589618,D,22.8928,1986,,0
13687,T,U,-0.322098406381,C,2.4033,2006,,0
15490,T,IAB,-0.569065519329,D,10.7902,1979,,0
7086,T,IAB,-0.434356184994,C,2.446,1977,,0
14894,P,U,0.688221601134,D,1.5572,1998,,0
3099,T,IAB,-0.434356184994,C,0.4141,2001,,0
13751,T,IAB,-0.322098406381,C,3.1596,1978,,0
5547,P,U,-0.209840627768,D,27.3136,2001,,0
3978,T,IAB,-0.509194704069,C,2.6689,1982,,0
16580,T,IAB,-0.569065519329,C,3.4672,2008,,0
8727,P,U,0.12693270807,D,74.7716,2000,,0
8730,T,IAB,-0.060163589618,C,34.4159,2000,,0
3610,P,U,-0.322098406381,D,66.5315,1993,,0
9711,T,IAB,-0.434356184994,C,1.4977,1998,,0
9583,P,U,-0.434356184994,C,11.6297,1998,,0
13081,P,U,-0.322098406381,D,5.1728,2003,,0
4231,T,IAB,-0.509194704069,C,0.7838,2004,,0
13799,T,IAB,-0.434356184994,C,0.9996,1979,,0
693,P,U,-0.434356184994,C,21.4094,2001,,0
13617,T,IAB,-0.509194704069,C,1.1723,2006,,0
18915,P,U,-0.322098406381,C,83.3594,2005,2013.0,0
14780,T,IAB,-0.060163589618,D,0.4996,1977,,0
7382,T,U,0.314029005758,D,1.0978,1981,,0
6211,T,IAB,-0.322098406381,D,2.1891,1989,,0
6432,P,U,0.314029005758,D,19.0265,1994,,0
16242,T,IAB,-0.569065519329,D,1.3181,2007,,0
8631,T,U,-0.322098406381,D,18.349,1971,,0
15631,T,U,-0.434356184994,C,6.5997,1982,,0
13653,P,U,-0.322098406381,D,76.0823,1999,,0
6854,T,U,0.688221601134,D,120.6688,1981,,0
17004,T,IAB,-0.569065519329,C,1.7143,2009,,0
18094,P,U,-0.322098406381,C,4.8859,2012,,0
5259,T,U,2.93337717339,M,1.7759,1986,,0
12428,P,U,-0.322098406381,C,22.9756,2005,,0
15939,T,IAB,-0.209840627768,D,1.1889,1990,,0
18996,T,U,-0.209840627768,D,1.4996,1979,,0
9904,P,U,1.06241419651,D,25.701,1995,,0
3768,T,U,0.314029005758,D,3.3618,1974,,0
1549,T,IAB,-0.434356184994,C,1.8,1995,,0
4409,P,U,-0.209840627768,D,19.1863,1997,,0
18808,P,U,0.314029005758,D,117.4446,2013,,0
116,P,U,-0.322098406381,D,101.4183,2001,,0
16557,T,U,0.314029005758,D,0.5316,1974,,0
6839,T,IAB,-0.060163589618,D,5.1084,1981,,0
1614,P,U,-0.434356184994,C,6.5525,2003,,0
4079,T,IAB,-0.569065519329,C,4.3179,1980,,0
2893,T,U,0.314029005758,C,50.0826,1970,,0
13574,P,U,-0.569065519329,D,16.5133,2006,,0
4540,P,U,0.688221601134,D,63.2988,1994,,0
6087,T,IAB,-0.322098406381,C,7.1084,1977,,0
14548,T,U,0.12693270807,D,12.7595,1981,,0
17189,P,U,-0.209840627768,D,11.7929,2008,,0
16119,T,IAB,-0.322098406381,C,3.3848,1987,,0
2317,P,U,-0.569065519329,D,31.6174,2004,,0
19319,P,U,1.06241419651,D,30.2015,2008,,0
11627,T,IAB,-0.434356184994,D,2.5309,1967,,0
18476,P,U,0.688221601134,D,20.3846,2013,,0
16866,P,U,0.688221601134,D,4.286,2009,,0
5791,P,U,-0.322098406381,C,15.5069,1999,,0
