datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-04-06 13:00:00,spring,0,1,clear,18.86,22.725,38,32.9975,112
2011-04-06 14:00:00,spring,0,1,clear,20.5,24.24,34,27.9993,115
2011-04-06 15:00:00,spring,0,1,clear,21.32,25.0,32,22.28,117
2011-04-06 16:00:00,spring,0,1,clear,22.14,25.76,28,27.9993,169
2011-04-06 17:00:00,spring,0,1,clear,21.32,25.0,32,3.26,356
2011-04-06 18:00:00,spring,0,1,clear,21.32,25.0,29,23.9994,325
2011-04-06 19:00:00,spring,0,1,clear,20.5,24.24,31,19.9995,232
2011-04-06 20:00:00,spring,0,1,clear,18.86,22.725,51,15.13,141
2011-04-06 21:00:00,spring,0,1,clear,18.86,22.725,41,19.12,102
2011-04-06 22:00:00,spring,0,1,,18.86,22.725,41,,84
2011-04-06 23:00:00,spring,0,1,,18.86,22.725,41,19.9995,40
2011-04-07 00:00:00,spring,0,1,clear,18.86,22.725,41,19.12,20
2011-04-07 01:00:00,spring,0,1,clear,17.22,21.21,47,8.9981,13
2011-04-07 02:00:00,,0,1,clear,17.22,21.21,54,,7
2011-04-07 03:00:00,spring,0,1,clear,14.76,17.425,66,12.998,3
2011-04-07 04:00:00,spring,0,1,,13.94,16.665,76,12.998,1
2011-04-07 05:00:00,spring,0,1,clear,13.94,15.91,76,15.13,6
2011-04-07 06:00:00,spring,0,1,clear,13.12,15.15,81,16.9979,64
2011-04-07 07:00:00,spring,0,1,,13.94,16.665,76,11.14,160
2011-04-07 08:00:00,spring,0,1,clear,14.76,17.425,76,12.998,314
2011-04-07 09:00:00,spring,0,1,mist,16.4,20.455,66,8.9981,170
2011-04-07 10:00:00,spring,0,1,mist,17.22,21.21,67,7.15,95
2011-04-07 11:00:00,spring,0,1,mist,18.86,22.725,55,,122
2011-04-07 12:00:00,,0,1,mist,18.86,22.725,55,,153
2011-04-07 13:00:00,spring,0,1,,21.32,25.0,48,,135
2011-04-07 14:00:00,spring,0,1,clear,22.96,26.515,43,6.32,157
2011-04-07 15:00:00,spring,0,1,clear,24.6,31.06,38,7.15,160
2011-04-07 16:00:00,spring,0,1,clear,24.6,31.06,35,,213
2011-04-07 17:00:00,spring,0,1,clear,,25.0,52,19.12,343
2011-04-07 18:00:00,spring,0,1,clear,19.68,23.485,55,16.9979,333
2011-04-07 19:00:00,spring,0,1,clear,18.86,22.725,59,19.9995,226
2011-04-07 20:00:00,spring,0,1,clear,18.04,21.97,62,11.14,203
2011-04-07 21:00:00,,0,1,mist,18.04,21.97,67,19.12,108
2011-04-07 22:00:00,spring,0,1,mist,16.4,20.455,76,12.998,81
2011-04-07 23:00:00,spring,0,1,clear,15.58,19.695,76,16.9979,54
2011-04-08 00:00:00,spring,0,1,,14.76,17.425,76,,25
2011-04-08 01:00:00,,0,1,mist,13.94,16.665,76,8.9981,9
2011-04-08 02:00:00,spring,0,1,snow,13.94,16.665,76,,13
2011-04-08 03:00:00,spring,0,1,snow,13.94,16.665,76,11.14,1
2011-04-08 04:00:00,spring,0,1,,13.94,16.665,86,8.9981,1
2011-04-08 05:00:00,spring,0,1,mist,13.12,15.91,87,12.998,9
2011-04-08 06:00:00,spring,0,1,mist,13.94,18.18,87,,35
2011-04-08 07:00:00,spring,0,1,snow,13.94,16.665,87,11.14,113
2011-04-08 08:00:00,spring,0,1,snow,13.94,16.665,87,11.14,221
2011-04-08 09:00:00,spring,0,1,mist,14.76,17.425,76,,185
2011-04-08 10:00:00,spring,0,1,mist,14.76,16.665,71,19.12,73
2011-04-08 11:00:00,spring,0,1,mist,16.4,20.455,62,26.27,98
2011-04-08 12:00:00,spring,0,1,snow,15.58,19.695,66,15.13,80
2011-04-08 13:00:00,spring,0,1,snow,14.76,16.665,76,19.12,42
2011-04-08 14:00:00,spring,0,1,snow,,15.91,87,15.13,15
2011-04-08 15:00:00,spring,0,1,,13.94,15.91,87,15.13,25
2011-04-08 16:00:00,spring,0,1,mist,,15.15,93,16.9979,60
2011-04-08 17:00:00,spring,0,1,snow,,15.15,93,16.9979,148
2011-04-08 18:00:00,spring,0,1,snow,13.12,15.15,93,16.9979,62
2011-04-08 19:00:00,spring,0,1,snow,12.3,13.635,93,27.9993,53
2011-04-08 20:00:00,spring,0,1,mist,12.3,13.635,93,22.28,63
2011-04-08 21:00:00,spring,0,1,mist,12.3,14.395,93,16.9979,54
2011-04-08 22:00:00,spring,0,1,mist,12.3,13.635,93,19.9995,51
2011-04-08 23:00:00,spring,0,1,mist,12.3,14.395,93,15.13,35
2011-04-09 00:00:00,spring,0,0,,12.3,14.395,87,15.13,31
2011-04-09 01:00:00,,0,0,mist,12.3,15.15,87,8.9981,20
2011-04-09 02:00:00,spring,0,0,mist,13.12,15.15,87,15.13,17
2011-04-09 03:00:00,spring,0,0,snow,12.3,14.395,100,16.9979,14
2011-04-09 04:00:00,spring,0,0,snow,12.3,13.635,100,16.9979,3
2011-04-09 05:00:00,spring,0,0,mist,12.3,14.395,93,15.13,5
2011-04-09 06:00:00,spring,0,0,mist,12.3,14.395,93,12.998,13
2011-04-09 07:00:00,spring,0,0,mist,12.3,15.15,93,11.14,21
2011-04-09 08:00:00,spring,0,0,mist,13.12,15.15,93,11.14,54
2011-04-09 09:00:00,spring,0,0,mist,13.94,17.425,87,7.15,98
2011-04-09 10:00:00,spring,0,0,mist,13.94,16.665,87,8.9981,133
2011-04-09 11:00:00,spring,0,0,mist,,18.18,81,,142
2011-04-09 12:00:00,spring,0,0,,14.76,17.425,81,8.9981,202
2011-04-09 13:00:00,spring,0,0,mist,14.76,18.94,81,,222
2011-04-09 14:00:00,spring,0,0,mist,,17.425,81,8.9981,212
2011-04-09 15:00:00,spring,0,0,mist,14.76,18.94,87,,201
2011-04-09 16:00:00,spring,0,0,mist,15.58,19.695,82,,191
2011-04-09 17:00:00,spring,0,0,mist,15.58,19.695,82,6.32,257
2011-04-09 18:00:00,spring,0,0,mist,15.58,19.695,82,7.15,177
2011-04-09 19:00:00,spring,0,0,mist,15.58,19.695,82,8.9981,130
2011-04-09 20:00:00,spring,0,0,,15.58,19.695,87,11.14,93
2011-04-09 21:00:00,spring,0,0,mist,14.76,17.425,93,8.9981,75
2011-04-09 22:00:00,spring,0,0,mist,14.76,17.425,93,8.9981,87
2011-04-09 23:00:00,spring,0,0,,15.58,19.695,87,6.32,57
2011-04-10 00:00:00,,0,0,mist,15.58,19.695,87,,53
2011-04-10 01:00:00,spring,0,0,mist,15.58,19.695,87,8.9981,37
2011-04-10 02:00:00,spring,0,0,mist,15.58,19.695,87,6.32,36
2011-04-10 03:00:00,spring,0,0,mist,15.58,19.695,87,8.9981,16
2011-04-10 04:00:00,spring,0,0,mist,14.76,18.18,93,7.15,5
2011-04-10 05:00:00,spring,0,0,mist,,18.18,93,6.32,4
2011-04-10 06:00:00,spring,0,0,mist,14.76,18.18,93,6.32,4
2011-04-10 07:00:00,spring,0,0,mist,14.76,18.18,100,6.32,10
2011-04-10 08:00:00,spring,0,0,mist,15.58,19.695,94,6.32,55
2011-04-10 09:00:00,spring,0,0,mist,15.58,19.695,94,8.9981,81
2011-04-10 10:00:00,,0,0,mist,16.4,20.455,87,,150
2011-04-10 11:00:00,spring,0,0,mist,16.4,20.455,87,8.9981,202
2011-04-10 12:00:00,,0,0,mist,17.22,21.21,88,8.9981,230
2011-04-10 13:00:00,,0,0,clear,18.86,22.725,82,7.15,263
2011-04-10 14:00:00,,0,0,clear,20.5,24.24,72,12.998,281
2011-04-10 15:00:00,spring,0,0,clear,20.5,24.24,77,,297
2011-04-10 16:00:00,spring,0,0,mist,21.32,25.0,72,11.14,288
2011-04-10 17:00:00,spring,0,0,mist,21.32,25.0,72,12.998,236
2011-04-10 18:00:00,spring,0,0,clear,20.5,24.24,77,12.998,240
2011-04-10 19:00:00,spring,0,0,,20.5,24.24,77,,131
2011-04-10 20:00:00,spring,0,0,clear,18.86,22.725,82,8.9981,92
2011-04-10 21:00:00,spring,0,0,clear,18.04,21.97,88,12.998,95
2011-04-10 22:00:00,spring,0,0,clear,18.04,21.97,94,16.9979,57
2011-04-10 23:00:00,spring,0,0,clear,18.86,22.725,88,23.9994,32
2011-04-11 00:00:00,spring,0,1,clear,,23.485,88,22.28,23
2011-04-11 01:00:00,spring,0,1,clear,18.86,22.725,94,19.12,4
2011-04-11 02:00:00,spring,0,1,,18.86,22.725,94,19.12,9
2011-04-11 04:00:00,spring,0,1,clear,18.86,22.725,94,12.998,1
2011-04-11 05:00:00,spring,0,1,clear,18.86,22.725,94,12.998,13
2011-04-11 06:00:00,spring,0,1,mist,18.86,22.725,100,15.13,61
2011-04-11 07:00:00,spring,0,1,mist,20.5,24.24,88,15.13,176
2011-04-11 08:00:00,spring,0,1,mist,21.32,25.0,88,19.12,314
2011-04-11 09:00:00,spring,0,1,mist,,26.515,83,19.12,165
2011-04-11 10:00:00,spring,0,1,mist,22.96,26.515,83,19.9995,96
2011-04-11 11:00:00,spring,0,1,mist,24.6,29.545,73,19.9995,104
2011-04-11 12:00:00,spring,0,1,mist,24.6,29.545,73,22.28,134
2011-04-11 13:00:00,spring,0,1,mist,26.24,30.305,69,27.9993,139
2011-04-11 14:00:00,spring,0,1,,29.52,33.335,54,23.9994,145
2011-04-11 15:00:00,spring,0,1,clear,30.34,33.335,48,35.8,141
2011-04-11 16:00:00,spring,0,1,,,33.335,48,35.8,235
2011-04-11 17:00:00,spring,0,1,clear,30.34,33.335,48,35.8,452
2011-04-11 18:00:00,spring,0,1,clear,29.52,33.335,51,26.27,383
2011-04-11 19:00:00,spring,0,1,clear,29.52,33.335,51,3.26,284
2011-04-11 20:00:00,spring,0,1,clear,27.88,31.82,57,35.8,166
2011-04-11 21:00:00,,0,1,clear,,31.06,61,16.9979,158
2011-04-11 22:00:00,spring,0,1,mist,26.24,31.06,50,19.12,91
2011-04-11 23:00:00,spring,0,1,snow,23.78,27.275,60,,54
2011-04-12 00:00:00,,0,1,mist,25.42,31.06,50,7.15,24
2011-04-12 01:00:00,spring,0,1,mist,25.42,31.06,50,6.32,13
2011-04-12 02:00:00,spring,0,1,mist,,31.06,53,8.9981,14
2011-04-12 03:00:00,spring,0,1,mist,23.78,27.275,56,8.9981,1
2011-04-12 04:00:00,spring,0,1,mist,22.96,26.515,64,8.9981,6
2011-04-12 05:00:00,spring,0,1,mist,,25.76,68,8.9981,16
2011-04-12 06:00:00,spring,0,1,mist,22.14,25.76,68,19.12,58
2011-04-12 07:00:00,spring,0,1,mist,22.14,25.76,68,,189
2011-04-12 08:00:00,spring,0,1,snow,19.68,23.485,88,26.27,226
2011-04-12 09:00:00,spring,0,1,snow,18.86,22.725,94,32.9975,54
2011-04-12 10:00:00,spring,0,1,snow,20.5,24.24,82,,40
2011-04-12 11:00:00,spring,0,1,clear,21.32,25.0,77,23.9994,49
2011-04-12 12:00:00,spring,0,1,mist,22.96,26.515,64,31.9,92
2011-04-12 13:00:00,spring,0,1,snow,22.14,25.76,68,19.12,106
2011-04-12 14:00:00,,0,1,mist,,24.24,82,19.12,44
2011-04-12 15:00:00,spring,0,1,mist,19.68,23.485,77,35.8,78
2011-04-12 16:00:00,spring,0,1,mist,19.68,23.485,77,26.27,99
2011-04-12 17:00:00,spring,0,1,snow,18.04,21.97,77,15.13,291
2011-04-12 18:00:00,spring,0,1,snow,,21.97,77,15.13,224
2011-04-12 19:00:00,spring,0,1,mist,17.22,21.21,82,19.12,130
2011-04-12 20:00:00,spring,0,1,mist,17.22,21.21,82,19.12,103
2011-04-12 21:00:00,spring,0,1,mist,17.22,21.21,82,12.998,84
2011-04-12 22:00:00,spring,0,1,mist,16.4,20.455,94,19.9995,54
2011-04-12 23:00:00,spring,0,1,mist,16.4,20.455,94,16.9979,39
2011-04-13 00:00:00,spring,0,1,mist,16.4,20.455,100,19.9995,15
2011-04-13 01:00:00,spring,0,1,mist,16.4,20.455,100,19.9995,1
2011-04-13 02:00:00,spring,0,1,snow,16.4,20.455,100,19.9995,2
2011-04-13 03:00:00,spring,0,1,snow,16.4,20.455,94,22.28,2
2011-04-13 04:00:00,spring,0,1,snow,16.4,20.455,94,22.28,3
2011-04-13 05:00:00,spring,0,1,snow,15.58,19.695,94,16.9979,5
2011-04-13 06:00:00,spring,0,1,snow,15.58,19.695,94,15.13,34
2011-04-13 07:00:00,spring,0,1,snow,14.76,17.425,100,15.13,70
2011-04-13 08:00:00,spring,0,1,snow,15.58,19.695,94,12.998,164
2011-04-13 09:00:00,spring,0,1,mist,15.58,19.695,94,15.13,65
2011-04-13 10:00:00,spring,0,1,mist,16.4,20.455,87,12.998,46
2011-04-13 11:00:00,spring,0,1,mist,17.22,21.21,82,,61
2011-04-13 12:00:00,spring,0,1,snow,17.22,21.21,82,16.9979,95
2011-04-13 13:00:00,spring,0,1,,18.04,21.97,77,12.998,61
2011-04-13 14:00:00,spring,0,1,mist,17.22,21.21,77,16.9979,106
2011-04-13 15:00:00,,0,1,mist,18.04,21.97,72,,81
2011-04-13 16:00:00,spring,0,1,clear,18.86,22.725,67,19.12,142
2011-04-13 17:00:00,spring,0,1,,18.86,22.725,67,19.9995,309
2011-04-13 18:00:00,spring,0,1,,18.04,21.97,62,26.27,321
2011-04-13 19:00:00,spring,0,1,clear,18.04,21.97,62,16.9979,175
2011-04-13 20:00:00,spring,0,1,clear,18.04,21.97,62,16.9979,126
2011-04-13 21:00:00,spring,0,1,,17.22,21.21,67,,117
2011-04-13 22:00:00,,0,1,clear,17.22,21.21,67,,99
2011-04-13 23:00:00,spring,0,1,clear,16.4,20.455,71,,62
2011-04-14 00:00:00,spring,0,1,clear,15.58,19.695,76,,21
2011-04-14 01:00:00,spring,0,1,clear,15.58,19.695,76,15.13,10
2011-04-14 02:00:00,spring,0,1,,14.76,17.425,76,8.9981,3
2011-04-14 03:00:00,spring,0,1,clear,13.94,16.665,81,8.9981,2
2011-04-14 04:00:00,spring,0,1,clear,,18.18,76,,9
2011-04-14 05:00:00,spring,0,1,clear,13.94,17.425,76,6.32,14
2011-04-14 06:00:00,spring,0,1,clear,13.94,17.425,76,7.15,70
2011-04-14 07:00:00,spring,0,1,clear,15.58,19.695,66,,193
2011-04-14 08:00:00,spring,0,1,,17.22,21.21,58,11.14,337
2011-04-14 09:00:00,spring,0,1,clear,18.86,22.725,51,8.9981,170
2011-04-14 10:00:00,spring,0,1,clear,20.5,24.24,51,12.998,89
2011-04-14 11:00:00,spring,0,1,clear,21.32,25.0,45,11.14,115
2011-04-14 12:00:00,,0,1,clear,22.14,25.76,42,8.9981,145
2011-04-14 13:00:00,spring,0,1,clear,,26.515,37,15.13,159
2011-04-14 14:00:00,spring,0,1,clear,22.96,26.515,35,6.32,137
2011-04-14 15:00:00,,0,1,clear,24.6,31.06,31,6.32,142
2011-04-14 16:00:00,spring,0,1,clear,24.6,30.305,26,7.15,202
2011-04-14 17:00:00,spring,0,1,clear,24.6,30.305,28,,388
2011-04-14 18:00:00,spring,0,1,clear,22.96,26.515,30,,337
2011-04-14 19:00:00,spring,0,1,,22.14,25.76,32,,259
2011-04-14 20:00:00,spring,0,1,clear,20.5,24.24,51,12.998,169
2011-04-14 21:00:00,spring,0,1,clear,18.86,22.725,63,8.9981,145
2011-04-14 22:00:00,,0,1,clear,19.68,23.485,55,7.15,104
2011-04-14 23:00:00,spring,0,1,clear,18.86,22.725,59,7.15,47
2011-04-15 00:00:00,spring,1,0,clear,18.04,21.97,67,,27
2011-04-15 01:00:00,spring,1,0,clear,18.04,21.97,62,,15
2011-04-15 02:00:00,spring,1,0,clear,16.4,20.455,76,,18
2011-04-15 03:00:00,spring,1,0,clear,16.4,20.455,76,,3
2011-04-15 04:00:00,spring,1,0,clear,15.58,19.695,82,6.32,3
2011-04-15 05:00:00,spring,1,0,clear,14.76,18.18,81,7.15,13
2011-04-15 06:00:00,spring,1,0,clear,14.76,18.18,81,6.32,47
2011-04-15 07:00:00,spring,1,0,,16.4,20.455,71,11.14,149
2011-04-15 08:00:00,,1,0,clear,18.04,21.97,62,19.9995,300
2011-04-15 09:00:00,spring,1,0,clear,20.5,24.24,55,12.998,178
2011-04-15 10:00:00,,1,0,clear,20.5,24.24,55,12.998,122
2011-04-15 11:00:00,spring,1,0,clear,,25.0,55,12.998,136
2011-04-15 12:00:00,spring,1,0,clear,21.32,25.0,55,19.12,200
2011-04-15 13:00:00,spring,1,0,clear,22.14,25.76,52,16.9979,180
2011-04-15 14:00:00,spring,1,0,clear,22.14,25.76,52,16.9979,163
2011-04-15 15:00:00,,1,0,clear,22.14,25.76,52,,162
2011-04-15 16:00:00,spring,1,0,clear,21.32,25.0,55,32.9975,243
2011-04-15 17:00:00,spring,1,0,mist,20.5,24.24,63,26.27,331
2011-04-15 18:00:00,spring,1,0,,18.86,22.725,67,26.27,263
2011-04-15 19:00:00,spring,1,0,clear,17.22,21.21,77,26.27,209
2011-04-15 20:00:00,spring,1,0,mist,16.4,20.455,76,22.28,118
2011-04-15 21:00:00,spring,1,0,mist,16.4,20.455,76,19.9995,102
2011-04-15 22:00:00,spring,1,0,mist,15.58,19.695,82,26.27,80
2011-04-15 23:00:00,spring,1,0,mist,14.76,17.425,81,,64
2011-04-16 00:00:00,spring,0,0,mist,14.76,17.425,81,15.13,43
2011-04-16 01:00:00,spring,0,0,mist,14.76,16.665,87,19.12,33
2011-04-16 02:00:00,spring,0,0,mist,14.76,17.425,87,8.9981,24
2011-04-16 03:00:00,spring,0,0,mist,14.76,17.425,87,11.14,14
2011-04-16 04:00:00,spring,0,0,mist,14.76,17.425,87,,5
2011-04-16 05:00:00,spring,0,0,mist,15.58,19.695,87,19.12,4
2011-04-16 06:00:00,spring,0,0,snow,16.4,20.455,82,22.28,10
2011-04-16 07:00:00,,0,0,mist,16.4,20.455,82,27.9993,21
2011-04-16 08:00:00,spring,0,0,snow,16.4,20.455,87,23.9994,45
2011-04-16 09:00:00,spring,0,0,snow,16.4,20.455,100,19.9995,29
2011-04-16 10:00:00,spring,0,0,snow,17.22,21.21,94,26.27,22
2011-04-16 11:00:00,spring,0,0,snow,17.22,21.21,94,3.26,31
2011-04-16 12:00:00,spring,0,0,mist,18.86,22.725,88,39.7,32
2011-04-16 13:00:00,spring,0,0,snow,18.86,22.725,94,35.8,58
2011-04-16 14:00:00,,0,0,snow,21.32,25.0,83,39.7,63
2011-04-16 15:00:00,spring,0,0,snow,21.32,25.0,83,39.7,78
2011-04-16 16:00:00,spring,0,0,snow,20.5,24.24,88,31.9,33
2011-04-16 17:00:00,spring,0,0,snow,20.5,24.24,88,39.7,15
2011-04-16 18:00:00,,0,0,mist,20.5,24.24,94,26.27,38
2011-04-16 19:00:00,spring,0,0,mist,21.32,25.0,94,27.9993,71
2011-04-16 20:00:00,,0,0,snow,18.04,21.97,94,15.13,53
2011-04-16 21:00:00,spring,0,0,mist,18.04,21.97,94,,14
2011-04-16 22:00:00,spring,0,0,snow,17.22,21.21,100,,24
2011-04-16 23:00:00,spring,0,0,mist,,21.97,77,19.12,35
2011-04-17 00:00:00,,0,0,mist,18.04,21.97,77,19.12,33
2011-04-17 01:00:00,spring,0,0,,17.22,21.21,67,,31
2011-04-17 02:00:00,spring,0,0,clear,16.4,20.455,62,12.998,29
2011-04-17 03:00:00,spring,0,0,clear,16.4,20.455,66,8.9981,25
2011-04-17 04:00:00,spring,0,0,clear,14.76,18.18,76,7.15,7
2011-04-17 05:00:00,spring,0,0,clear,14.76,17.425,71,11.14,3
2011-04-17 06:00:00,spring,0,0,clear,14.76,15.91,66,3.26,8
2011-04-17 07:00:00,spring,0,0,,14.76,16.665,50,23.9994,16
2011-04-17 08:00:00,spring,0,0,clear,15.58,19.695,46,26.27,43
2011-04-17 09:00:00,spring,0,0,clear,16.4,20.455,43,19.12,102
2011-04-17 10:00:00,spring,0,0,clear,17.22,21.21,44,3.26,211
2011-04-17 11:00:00,spring,0,0,clear,18.86,22.725,41,27.9993,304
2011-04-17 12:00:00,spring,0,0,clear,18.86,22.725,38,26.27,354
2011-04-17 13:00:00,,0,0,clear,20.5,24.24,34,26.27,343
2011-04-17 14:00:00,spring,0,0,clear,21.32,25.0,34,26.27,361
2011-04-17 15:00:00,spring,0,0,clear,22.14,25.76,32,35.8,388
2011-04-17 16:00:00,spring,0,0,clear,22.14,25.76,30,23.9994,343
2011-04-17 17:00:00,spring,0,0,clear,22.96,26.515,30,3.26,306
2011-04-17 18:00:00,spring,0,0,clear,22.96,26.515,30,26.27,277
2011-04-17 19:00:00,spring,0,0,clear,22.96,26.515,30,19.9995,210
2011-04-17 20:00:00,spring,0,0,clear,21.32,25.0,36,12.998,141
2011-04-17 21:00:00,spring,0,0,clear,,24.24,42,12.998,83
2011-04-17 22:00:00,spring,0,0,clear,20.5,24.24,39,7.15,70
2011-04-17 23:00:00,spring,0,0,clear,18.04,21.97,67,11.14,56
2011-04-18 00:00:00,spring,0,1,clear,18.86,22.725,47,,39
2011-04-18 01:00:00,spring,0,1,clear,18.86,22.725,47,8.9981,19
2011-04-18 02:00:00,spring,0,1,clear,17.22,21.21,67,7.15,16
2011-04-18 03:00:00,,0,1,clear,17.22,21.21,62,7.15,7
2011-04-18 04:00:00,spring,0,1,,16.4,20.455,87,11.14,6
2011-04-18 05:00:00,spring,0,1,clear,,20.455,76,6.32,16
2011-04-18 06:00:00,spring,0,1,clear,16.4,20.455,82,,54
2011-04-18 07:00:00,spring,0,1,clear,18.86,22.725,63,,168
2011-04-18 08:00:00,spring,0,1,clear,18.86,22.725,63,,297
2011-04-18 09:00:00,spring,0,1,mist,20.5,24.24,55,,169
2011-04-18 10:00:00,spring,0,1,mist,21.32,25.0,55,7.15,109
2011-04-18 11:00:00,spring,0,1,mist,22.14,25.76,52,6.32,123
2011-04-18 12:00:00,spring,0,1,mist,,26.515,49,6.32,184
2011-04-18 13:00:00,spring,0,1,mist,22.96,26.515,49,11.14,169
2011-04-18 14:00:00,spring,0,1,mist,23.78,27.275,49,12.998,144
2011-04-18 15:00:00,spring,0,1,mist,24.6,31.06,43,12.998,176
2011-04-18 16:00:00,spring,0,1,clear,24.6,31.06,46,19.12,205
2011-04-18 17:00:00,spring,0,1,clear,23.78,27.275,49,19.12,428
2011-04-18 18:00:00,spring,0,1,clear,26.24,31.06,31,23.9994,362
2011-04-18 19:00:00,spring,0,1,clear,22.96,26.515,46,16.9979,286
2011-04-18 20:00:00,spring,0,1,clear,24.6,31.06,33,19.9995,165
2011-04-18 21:00:00,,0,1,,22.96,26.515,37,19.12,151
2011-04-18 22:00:00,spring,0,1,clear,21.32,25.0,55,19.12,90
2011-04-18 23:00:00,spring,0,1,clear,20.5,24.24,59,16.9979,46
2011-04-19 00:00:00,spring,0,1,clear,20.5,24.24,55,15.13,25
2011-04-19 01:00:00,spring,0,1,clear,18.86,22.725,63,,7
2011-04-19 02:00:00,,0,1,clear,18.86,22.725,67,19.12,13
2011-04-19 03:00:00,spring,0,1,clear,19.68,23.485,63,15.13,3
2011-04-19 04:00:00,spring,0,1,clear,18.86,22.725,67,6.32,5
2011-04-19 05:00:00,spring,0,1,mist,,22.725,72,12.998,18
2011-04-19 06:00:00,spring,0,1,mist,19.68,23.485,67,,65
2011-04-19 07:00:00,spring,0,1,mist,21.32,25.0,55,,188
2011-04-19 08:00:00,spring,0,1,mist,,24.24,68,8.9981,351
2011-04-19 09:00:00,spring,0,1,snow,21.32,25.0,63,6.32,162
2011-04-19 10:00:00,spring,0,1,mist,20.5,24.24,72,15.13,75
2011-04-19 11:00:00,spring,0,1,mist,22.14,25.76,68,11.14,72
2011-04-19 12:00:00,spring,0,1,mist,22.14,25.76,64,6.32,103
2011-04-19 13:00:00,spring,0,1,mist,22.14,25.76,68,15.13,129
2011-04-19 14:00:00,spring,0,1,mist,22.14,25.76,64,12.998,107
2011-04-19 15:00:00,spring,0,1,mist,22.14,25.76,65,11.14,127
2011-04-19 16:00:00,spring,0,1,,22.96,26.515,52,19.9995,192
2011-04-19 17:00:00,spring,0,1,clear,22.96,26.515,60,7.15,411
2011-04-19 18:00:00,spring,0,1,mist,22.14,25.76,64,8.9981,421
2011-04-19 19:00:00,spring,0,1,,,24.24,72,12.998,276
2011-04-19 20:00:00,spring,0,1,mist,20.5,24.24,72,,168
2011-04-19 21:00:00,spring,0,1,mist,20.5,24.24,72,8.9981,122
2011-04-19 22:00:00,spring,0,1,clear,19.68,23.485,77,6.32,112
2011-04-19 23:00:00,,0,1,clear,18.86,22.725,88,6.32,52
2011-05-01 00:00:00,spring,0,0,clear,17.22,21.21,67,6.32,96
2011-05-01 01:00:00,spring,0,0,clear,17.22,21.21,69,7.15,59
2011-05-01 02:00:00,spring,0,0,clear,,21.21,77,,50
2011-05-01 03:00:00,spring,0,0,clear,16.4,20.455,82,7.15,23
2011-05-01 04:00:00,spring,0,0,clear,16.4,20.455,76,7.15,17
2011-05-01 05:00:00,spring,0,0,clear,16.4,20.455,82,6.32,10
2011-05-01 06:00:00,spring,0,0,mist,16.4,20.455,82,6.32,13
2011-05-01 07:00:00,spring,0,0,mist,17.22,21.21,77,6.32,33
2011-05-01 08:00:00,spring,0,0,mist,18.04,21.97,77,8.9981,59
2011-05-01 09:00:00,spring,0,0,mist,18.86,22.725,72,8.9981,141
2011-05-01 10:00:00,,0,0,mist,19.68,23.485,63,12.998,264
2011-05-01 11:00:00,spring,0,0,clear,18.86,22.725,82,7.15,250
2011-05-01 12:00:00,spring,0,0,mist,19.68,23.485,77,7.15,281
2011-05-01 13:00:00,spring,0,0,mist,,24.24,63,11.14,332
2011-05-01 14:00:00,spring,0,0,mist,20.5,24.24,68,7.15,238
2011-05-01 15:00:00,spring,0,0,mist,20.5,24.24,72,,266
2011-05-01 16:00:00,,0,0,,,24.24,72,12.998,214
2011-05-01 17:00:00,spring,0,0,,19.68,23.485,82,16.9979,196
2011-05-01 18:00:00,spring,0,0,mist,18.86,22.725,82,6.32,159
2011-05-01 19:00:00,spring,0,0,mist,18.86,22.725,84,7.15,178
2011-05-01 20:00:00,spring,0,0,mist,18.86,22.725,82,,121
2011-05-01 21:00:00,spring,0,0,mist,18.86,22.725,82,,105
2011-05-01 22:00:00,spring,0,0,mist,18.86,22.725,82,,100
2011-05-01 23:00:00,spring,0,0,,18.86,22.725,77,,146
2011-05-02 00:00:00,spring,0,1,clear,18.86,22.725,72,8.9981,177
2011-05-02 01:00:00,spring,0,1,clear,18.86,22.725,72,8.9981,114
2011-05-02 02:00:00,spring,0,1,mist,,21.97,77,15.13,35
2011-05-02 03:00:00,spring,0,1,clear,18.04,21.97,77,8.9981,16
2011-05-02 04:00:00,spring,0,1,clear,18.04,21.97,77,11.14,17
2011-05-02 05:00:00,spring,0,1,mist,18.04,21.97,77,8.9981,20
2011-05-02 06:00:00,spring,0,1,clear,18.04,21.97,88,7.15,62
2011-05-02 07:00:00,spring,0,1,mist,18.86,22.725,82,22.28,209
2011-05-02 08:00:00,spring,0,1,mist,19.68,23.485,77,15.13,371
2011-05-02 09:00:00,spring,0,1,mist,20.5,24.24,77,,172
2011-05-02 10:00:00,spring,0,1,mist,22.14,25.76,77,15.13,108
2011-05-02 11:00:00,spring,0,1,clear,23.78,27.275,73,19.9995,130
2011-05-02 12:00:00,spring,0,1,clear,25.42,30.305,69,15.13,187
2011-05-02 13:00:00,spring,0,1,mist,25.42,30.305,69,12.998,170
2011-05-02 14:00:00,spring,0,1,clear,26.24,30.305,69,15.13,181
2011-05-02 15:00:00,spring,0,1,clear,27.06,31.06,61,12.998,155
2011-05-02 16:00:00,spring,0,1,clear,27.06,31.06,61,15.13,269
2011-05-02 17:00:00,spring,0,1,clear,27.06,31.06,65,12.998,537
2011-05-02 18:00:00,spring,0,1,mist,,30.305,65,12.998,518
