id,pclass,sex,age,sibsp,parch,fare,cabin,embarked,survived
568,3,1,74.0,0,0,7.775,186,2,0
569,2,0,22.0,0,0,10.5,181,2,1
570,2,0,25.0,1,1,30.0,186,2,1
571,3,0,29.0,1,1,10.4625,184,2,0
572,3,0,-1.0,0,0,7.7333,186,1,1
573,2,1,18.0,0,0,11.5,186,2,0
574,3,1,20.0,0,0,8.05,186,2,0
575,3,0,10.0,5,2,46.9,186,2,0
576,3,1,21.0,0,0,7.775,186,2,1
577,1,1,45.0,0,0,26.55,186,2,1
578,1,1,50.0,1,1,211.5,103,0,0
579,3,1,25.0,0,0,7.8958,186,2,0
580,1,0,54.0,1,0,78.2667,123,0,1
581,3,1,-1.0,0,0,7.25,186,2,0
582,3,1,-1.0,0,0,8.05,186,2,0
583,1,0,60.0,0,0,76.2917,120,0,1
584,3,0,-1.0,0,0,7.75,186,1,0
585,3,0,-1.0,0,0,8.05,186,2,1
586,3,1,-1.0,1,0,7.75,186,1,0
587,1,1,-1.0,0,0,51.8625,163,2,0
588,3,1,20.0,0,0,9.8458,186,2,0
589,3,0,15.0,1,0,14.4542,186,0,1
590,3,1,36.0,1,1,24.15,186,2,0
591,2,1,25.0,0,0,13.0,186,2,0
592,3,1,32.0,0,0,7.925,186,2,1
593,2,1,14.0,0,0,65.0,186,2,0
594,2,0,20.0,0,0,36.75,186,2,1
595,3,1,21.0,0,0,7.25,186,2,0
596,3,1,32.0,0,0,8.05,147,2,1
597,3,0,29.0,0,4,21.075,186,2,0
598,2,1,28.0,0,0,13.5,186,2,0
599,3,1,29.0,3,1,22.025,186,2,1
600,3,1,31.0,0,0,7.775,186,2,0
601,1,1,-1.0,0,0,26.0,5,2,0
602,3,1,24.0,0,0,8.6625,186,2,0
603,3,1,-1.0,0,0,14.4583,186,0,0
604,3,1,32.0,0,0,7.5792,186,2,1
605,3,1,24.0,0,0,7.8958,186,2,0
606,2,1,29.0,1,0,21.0,186,2,0
607,2,0,24.0,1,2,65.0,186,2,1
608,2,1,31.0,0,0,10.5,186,2,0
609,3,1,39.0,0,0,7.925,186,2,1
610,3,1,-1.0,1,2,23.45,186,2,0
611,2,1,-1.0,0,0,15.5792,186,0,0
612,3,1,24.0,0,0,7.1417,186,2,1
613,2,1,18.0,0,0,11.5,186,2,0
614,3,1,21.0,0,0,7.925,186,2,0
615,2,1,16.0,0,0,26.0,186,2,0
616,1,1,36.0,1,0,78.85,87,2,0
617,3,1,40.5,0,0,15.1,186,2,0
618,2,0,3.0,1,2,41.5792,186,0,1
619,3,1,32.0,0,0,7.925,186,2,0
620,2,1,3.0,1,1,18.75,186,2,1
621,1,1,43.0,1,0,27.7208,135,0,1
622,1,0,39.0,1,1,110.8833,99,0,1
623,3,1,-1.0,0,0,8.05,186,2,0
624,3,1,40.5,0,2,14.5,186,2,0
625,1,1,54.0,1,0,55.4417,68,0,1
626,1,1,37.0,0,1,29.7,69,0,0
627,1,1,-1.0,0,0,39.6,186,0,0
628,1,1,48.0,1,0,76.7292,129,0,1
629,3,1,-1.0,0,0,7.2292,186,0,0
630,3,1,-1.0,0,0,7.75,186,1,0
631,1,1,-1.0,0,0,27.7208,186,0,0
632,3,1,4.0,4,1,29.125,186,1,0
633,2,0,17.0,0,0,10.5,186,2,1
634,2,0,29.0,0,0,10.5,181,2,1
635,3,0,15.0,0,0,8.0292,186,1,1
636,2,1,40.0,0,0,13.0,186,2,0
637,1,0,24.0,0,0,69.3,33,0,1
638,2,1,1.0,0,2,37.0042,186,0,1
639,3,1,38.0,0,0,8.6625,186,2,0
640,3,0,-1.0,0,0,7.75,186,1,0
641,3,1,-1.0,1,0,15.5,186,1,0
642,2,1,18.0,0,0,10.5,186,2,0
643,2,1,54.0,0,0,26.0,186,2,0
644,3,0,22.0,0,0,7.775,186,2,1
645,3,1,-1.0,0,0,6.4375,186,0,0
646,3,1,35.0,0,0,7.05,186,2,0
647,1,0,53.0,0,0,27.4458,186,0,1
648,3,1,-1.0,0,0,7.75,186,1,0
649,2,0,24.0,0,0,13.0,186,2,0
650,3,0,28.0,0,0,7.8958,186,2,0
651,1,0,22.0,0,0,151.55,186,2,1
652,3,1,23.0,0,0,9.225,186,2,0
653,1,1,50.0,2,0,133.65,186,2,1
654,1,1,53.0,0,0,28.5,91,0,1
655,3,1,36.0,1,0,15.55,186,2,0
656,3,1,20.0,0,0,7.8542,186,2,0
657,2,1,38.0,1,0,21.0,186,2,0
658,3,0,47.0,1,0,7.0,186,2,1
659,3,1,24.0,0,0,7.4958,186,2,0
660,3,0,10.0,0,2,24.15,186,2,0
661,2,0,19.0,1,0,26.0,186,2,1
662,1,1,21.0,0,1,61.3792,186,0,1
663,3,0,24.0,0,0,7.75,186,1,0
664,3,0,31.0,1,0,18.0,186,2,0
665,1,1,42.0,1,0,52.5542,122,2,1
666,2,1,44.0,1,0,26.0,186,2,0
667,3,1,22.0,0,0,7.2292,186,0,0
668,3,1,2.0,3,1,21.075,186,2,0
669,3,1,11.5,1,1,14.5,186,2,0
670,1,0,30.0,0,0,86.5,53,2,1
671,2,0,12.0,0,0,15.75,186,2,1
672,3,1,0.3333,0,2,14.4,186,2,0
673,3,1,-1.0,0,0,7.8958,186,0,0
674,2,1,23.0,0,0,13.0,186,2,0
675,3,0,18.0,2,0,18.0,186,2,0
676,3,0,22.0,0,0,7.725,186,1,1
677,3,0,-1.0,2,0,23.25,186,1,1
678,2,1,-1.0,0,0,0.0,186,2,0
679,2,1,8.0,0,2,32.5,186,2,1
680,2,0,60.0,1,0,26.0,186,2,0
681,2,1,30.0,0,0,13.0,186,2,0
682,3,1,17.0,0,0,7.8958,186,2,0
683,3,0,-1.0,0,0,7.8792,186,1,1
684,3,0,-1.0,0,0,8.05,186,2,1
685,3,1,22.0,0,0,9.0,186,2,0
686,1,1,60.0,0,0,26.55,186,2,0
687,2,1,24.0,2,0,73.5,186,2,0
688,2,0,-1.0,0,0,21.0,186,2,0
689,2,1,61.0,0,0,12.35,186,1,0
690,2,0,28.0,1,0,24.0,186,0,1
691,3,1,40.0,1,5,31.3875,186,2,0
692,2,1,34.0,0,0,13.0,186,2,0
693,1,1,45.0,0,0,29.7,19,0,1
694,3,0,18.0,0,0,6.75,186,1,0
695,1,0,18.0,0,2,79.65,171,2,1
696,3,0,-1.0,0,0,7.8792,186,1,0
697,3,0,30.5,0,0,7.75,186,1,0
698,1,0,48.0,1,3,262.375,47,0,1
699,3,1,25.0,0,0,7.7958,186,2,1
700,1,0,-1.0,1,0,52.0,73,2,1
701,3,1,18.5,0,0,7.2292,186,0,0
702,3,1,20.0,1,0,7.925,186,2,1
703,3,1,22.0,0,0,7.8958,186,2,0
704,1,1,-1.0,0,0,221.7792,114,2,0
705,1,1,41.0,1,0,51.8625,124,2,0
706,1,1,24.0,1,0,82.2667,41,2,1
707,3,0,-1.0,0,0,7.7333,186,1,1
708,2,0,30.0,0,0,13.0,186,2,1
709,2,1,25.0,0,0,10.5,186,2,0
710,3,0,-1.0,8,2,69.55,186,2,0
711,3,0,18.0,1,0,17.8,186,2,0
712,2,1,18.0,0,0,73.5,186,2,0
713,3,1,20.0,0,0,7.925,186,2,0
714,2,1,40.0,0,0,16.0,186,2,0
715,1,0,16.0,0,0,86.5,55,2,1
716,1,0,18.0,1,0,227.525,97,0,1
717,3,1,30.0,0,0,8.05,186,2,0
718,2,1,62.0,0,0,9.6875,186,1,0
719,3,1,21.0,0,0,8.4333,186,2,0
720,2,1,57.0,0,0,13.0,186,2,0
721,1,1,13.0,2,2,262.375,47,0,1
722,1,0,58.0,0,1,512.3292,45,0,1
723,3,0,45.0,1,4,27.9,186,2,0
724,1,1,31.0,1,0,57.0,26,2,1
725,1,1,21.0,0,1,77.2875,126,2,0
726,2,0,24.0,1,0,26.0,186,2,1
727,1,1,55.0,0,0,30.5,82,2,0
728,2,1,57.0,0,0,12.35,186,1,0
729,3,1,26.0,1,0,7.8542,186,2,0
730,3,1,19.0,0,0,7.8958,186,2,0
731,2,0,55.0,0,0,16.0,186,2,1
732,2,1,8.0,1,1,36.75,186,2,1
733,2,0,36.0,0,0,13.0,186,2,1
734,3,1,3.0,4,2,31.3875,186,2,1
735,3,1,18.0,0,0,8.05,186,2,1
736,3,1,-1.0,0,0,7.25,186,2,0
737,3,1,-1.0,1,0,24.15,186,1,0
738,3,0,-1.0,0,0,8.1375,186,1,0
739,1,0,55.0,0,0,135.6333,84,0,1
740,3,1,28.0,0,0,7.8542,186,2,0
741,2,1,24.0,0,0,13.5,186,2,0
742,3,1,24.0,0,0,7.25,186,1,0
743,3,0,-1.0,0,0,15.5,186,1,1
744,1,1,31.0,1,0,52.0,51,2,0
745,3,1,12.0,1,0,11.2417,186,0,1
746,1,1,23.0,0,0,93.5,28,2,0
747,1,1,29.0,1,0,66.6,78,2,0
748,3,0,-1.0,1,2,23.45,186,2,0
749,3,0,35.0,1,1,20.25,186,2,1
750,1,0,31.0,1,0,113.275,132,0,1
751,3,0,-1.0,1,0,15.5,186,1,1
752,3,0,36.0,1,0,17.4,186,2,1
753,2,1,-1.0,0,0,15.0458,117,0,0
754,3,1,25.0,0,0,7.2292,176,0,1
755,1,0,53.0,2,0,51.4792,61,2,1
756,1,1,52.0,0,0,30.5,63,2,1
757,3,1,-1.0,0,0,7.2292,186,0,0
758,2,1,40.0,1,0,26.0,186,2,0
759,2,1,31.0,0,0,13.0,186,2,1
760,1,0,36.0,1,2,120.0,60,2,1
761,3,0,21.0,0,0,7.65,186,2,1
762,3,1,38.5,0,0,7.25,186,2,0
763,2,1,22.0,2,0,31.5,186,2,0
764,3,1,16.0,0,0,9.2167,186,2,0
765,3,0,2.0,4,2,31.275,186,2,0
766,3,1,-1.0,0,0,7.8792,186,1,0
767,3,1,33.0,0,0,9.5,186,2,0
768,3,0,-1.0,0,0,7.8792,186,1,1
769,3,1,24.0,0,0,7.775,186,2,0
770,3,1,24.0,0,0,9.325,186,2,0
771,3,1,21.0,0,0,7.75,186,1,0
772,3,1,-1.0,1,0,19.9667,186,2,0
773,3,1,25.0,0,0,7.05,186,2,0
774,1,0,-1.0,1,0,51.8625,124,2,1
775,3,1,24.0,0,0,7.8542,186,2,0
776,1,1,-1.0,0,0,227.525,186,0,0
777,2,0,44.0,1,0,26.0,186,2,0
778,3,0,20.0,1,0,9.825,186,2,0
779,1,0,19.0,0,0,30.0,40,2,1
780,3,0,14.0,1,0,11.2417,186,0,1
781,1,0,33.0,0,0,151.55,186,2,1
782,2,1,34.0,0,0,13.0,186,2,0
783,3,1,28.0,0,0,9.5,186,2,0
784,2,1,0.8333,0,2,29.0,186,2,1
785,1,0,29.0,0,0,211.3375,43,2,1
786,3,1,-1.0,1,1,15.2458,186,0,1
787,1,1,22.0,0,0,135.6333,186,0,0
788,2,0,21.0,0,1,21.0,186,2,1
789,3,1,51.0,0,0,7.0542,186,2,0
790,3,0,36.0,0,2,12.1833,186,2,0
791,2,1,54.0,0,0,14.0,186,2,0
792,3,1,60.5,0,0,-1.0,186,2,0
793,3,1,-1.0,0,0,8.05,186,2,0
794,3,0,33.0,3,0,15.85,186,2,1
795,3,1,30.0,0,0,9.5,186,2,1
796,3,0,-1.0,0,0,7.7792,186,1,1
797,3,1,7.0,4,1,29.125,186,1,0
798,3,0,25.0,0,0,7.775,186,2,0
799,2,1,20.0,0,0,13.8625,134,0,1
800,3,0,-1.0,0,0,7.7875,186,1,1
801,2,0,19.0,0,0,26.0,186,2,1
802,2,0,25.0,0,1,26.0,186,2,1
803,1,1,30.0,0,0,45.5,186,2,0
804,3,0,18.0,0,1,14.4542,186,0,0
805,3,1,19.0,0,0,8.1583,186,2,0
806,1,0,-1.0,1,0,82.1708,186,0,1
807,2,1,27.0,0,0,13.0,186,2,0
808,3,1,50.0,1,0,14.5,186,2,0
809,3,0,3.0,3,1,21.075,186,2,0
810,3,1,-1.0,0,0,7.8958,186,2,0
811,2,1,25.0,1,2,41.5792,186,0,0
812,1,1,71.0,0,0,49.5042,186,0,0
813,1,0,54.0,1,1,81.8583,14,2,1
814,2,1,30.0,0,0,12.7375,186,0,1
815,3,1,-1.0,0,0,8.1125,186,2,1
816,2,1,36.5,0,2,26.0,180,2,0
817,3,1,-1.0,0,0,7.225,186,0,0
818,1,1,64.0,0,0,26.0,186,2,0
819,2,0,30.0,0,0,13.0,186,2,0
820,3,1,24.0,0,0,7.55,186,2,1
821,3,1,21.0,0,0,8.05,186,2,0
822,1,1,19.0,3,2,263.0,80,2,0
823,3,1,4.0,4,2,31.275,186,2,0
824,2,1,34.0,1,0,21.0,186,2,0
825,1,1,40.0,0,0,27.7208,186,0,0
826,3,0,-1.0,0,0,7.75,186,1,1
827,1,0,30.0,0,0,31.0,186,0,1
828,3,1,40.0,1,4,27.9,186,2,0
829,3,1,41.0,2,0,14.1083,186,2,0
830,1,1,30.0,0,0,27.75,67,0,0
831,3,1,-1.0,0,0,8.05,186,2,0
832,3,0,16.0,5,2,46.9,186,2,0
833,3,0,18.0,0,0,8.05,186,2,1
834,3,1,33.0,0,0,7.8542,186,2,0
835,1,0,15.0,0,1,211.3375,43,2,1
836,3,1,29.0,0,0,8.05,186,2,0
837,3,0,-1.0,0,0,7.75,186,1,1
838,3,1,-1.0,0,0,8.6625,186,2,0
839,2,0,24.0,2,1,27.0,186,2,1
840,3,1,17.0,1,1,7.2292,186,0,0
841,3,1,20.0,0,0,8.6625,186,2,0
842,3,0,-1.0,0,2,15.2458,186,0,0
843,1,0,45.0,1,1,164.8667,186,2,1
844,3,1,39.0,0,1,13.4167,186,0,1
845,1,0,48.0,1,0,106.425,107,0,1
846,3,1,22.0,0,0,7.225,186,0,1
847,3,1,50.0,0,0,8.05,186,2,0
848,3,0,19.0,0,0,7.8792,186,1,1
849,3,1,22.0,0,0,7.25,186,2,0
850,3,1,27.0,0,0,7.8542,186,2,0
851,2,0,24.0,2,3,18.75,186,2,1
852,1,0,27.0,1,1,247.5208,48,0,1
853,3,1,30.0,0,0,7.8958,186,2,0
854,1,1,30.0,0,0,26.0,65,2,0
855,2,0,36.0,1,0,26.0,186,2,1
856,3,1,-1.0,0,0,7.8958,186,2,0
857,2,0,15.0,0,2,39.0,186,2,1
858,3,1,2.0,4,1,29.125,186,1,0
859,3,1,29.0,0,0,9.5,186,2,1
860,1,1,32.5,0,0,211.5,76,0,0
861,3,1,25.0,1,0,17.8,186,2,0
862,1,1,58.0,0,0,29.7,35,0,0
863,3,0,28.0,0,0,7.775,186,2,0
864,3,1,29.0,0,0,7.8542,186,2,0
865,3,1,29.0,1,0,7.0458,186,2,0
866,1,0,49.0,0,0,25.9292,121,2,1
867,3,0,18.0,0,0,7.775,186,2,0
868,3,1,-1.0,0,0,7.8958,186,2,0
869,3,1,22.0,0,0,7.7958,186,2,0
870,3,1,-1.0,0,0,7.75,186,1,0
871,3,1,14.0,4,1,39.6875,186,2,0
872,3,0,38.0,0,0,7.2292,186,0,1
873,3,0,17.0,0,0,14.4583,186,0,0
874,3,0,24.0,0,0,8.85,186,2,0
875,1,0,-1.0,1,0,133.65,186,2,1
876,1,1,37.0,1,1,52.5542,131,2,1
877,3,1,23.0,0,0,7.05,186,2,0
878,3,1,-1.0,0,0,7.8792,186,2,0
879,3,0,-1.0,1,1,22.3583,177,0,1
880,3,0,21.0,0,0,7.75,186,1,0
881,3,0,17.0,0,0,7.7333,186,1,0
882,2,0,29.0,0,2,23.0,186,2,1
883,3,1,-1.0,0,0,7.0,186,2,0
884,1,1,42.0,0,0,26.55,125,2,0
885,3,1,27.0,0,0,8.6625,186,2,1
886,2,1,26.0,0,0,13.0,186,2,0
887,1,0,40.0,1,1,134.5,156,0,1
888,3,1,-1.0,0,0,7.8958,186,2,0
889,3,1,-1.0,0,0,7.75,186,1,1
890,3,1,36.0,0,0,7.4958,186,2,0
891,2,0,40.0,0,0,13.0,186,2,1
892,3,1,0.75,1,1,13.775,186,2,0
893,1,0,39.0,1,1,83.1583,164,0,1
894,3,0,24.0,0,2,16.7,184,2,1
895,3,1,-1.0,0,0,8.05,186,2,0
896,3,0,33.0,1,2,20.575,186,2,1
897,2,1,30.0,0,0,13.0,186,2,0
898,3,0,18.0,0,1,9.35,186,2,1
899,3,1,44.0,0,1,16.1,186,2,0
900,3,1,24.0,2,0,24.15,186,2,0
901,3,0,-1.0,0,0,7.75,186,1,0
902,1,1,42.0,0,0,42.5,23,2,0
903,3,1,20.0,0,0,7.225,186,0,0
904,3,1,43.0,0,0,7.8958,186,2,0
905,3,1,-1.0,0,0,7.75,186,1,0
906,3,1,32.0,0,0,7.8542,186,2,1
907,3,1,39.0,0,0,24.15,186,2,0
908,1,1,67.0,1,0,221.7792,95,2,0
909,2,0,20.0,1,0,26.0,186,2,1
910,3,1,20.0,0,0,7.05,186,2,0
911,3,1,-1.0,0,0,7.225,186,0,0
912,3,1,19.0,0,0,14.5,186,2,0
913,1,0,25.0,1,2,151.55,79,2,0
914,3,1,-1.0,0,0,8.05,186,2,0
915,3,1,22.0,1,0,7.25,186,2,0
916,3,1,35.0,0,0,8.05,186,2,0
917,3,1,51.0,0,0,7.75,186,2,0
918,2,1,18.5,0,0,13.0,174,2,0
919,1,1,23.0,0,1,63.3583,118,0,1
920,2,1,-1.0,0,0,0.0,186,2,0
921,3,1,26.0,0,0,7.8958,186,2,0
922,3,1,-1.0,0,0,7.8958,186,2,0
923,2,0,29.0,1,0,26.0,186,2,1
924,1,0,19.0,0,2,26.2833,139,2,1
925,1,0,55.0,0,0,27.7208,186,0,1
926,3,0,-1.0,1,0,16.1,186,2,1
927,3,1,21.0,0,0,16.1,186,2,0
928,3,1,-1.0,2,0,21.6792,186,0,0
929,3,1,-1.0,0,0,14.5,186,2,0
930,2,1,39.0,0,0,13.0,186,2,0
931,2,0,21.0,0,0,10.5,186,2,1
932,3,1,-1.0,0,0,7.75,186,1,0
933,1,1,35.0,0,0,512.3292,21,0,1
934,3,1,14.5,8,2,69.55,186,2,0
935,2,1,2.0,1,1,23.0,186,2,1
936,3,1,27.0,0,0,6.975,186,2,1
937,1,1,-1.0,0,0,29.7,88,0,1
938,3,0,26.0,1,0,16.1,186,2,0
939,2,1,24.0,0,0,10.5,186,2,1
940,2,0,54.0,1,3,23.0,186,2,1
941,1,1,-1.0,0,0,26.55,130,2,0
942,2,1,23.0,0,0,15.0458,186,0,0
943,2,1,42.0,1,0,27.0,186,2,0
944,3,1,47.0,0,0,9.0,186,2,0
945,1,0,-1.0,1,0,146.5208,54,0,1
946,1,0,47.0,1,0,61.175,154,2,1
947,3,1,39.0,1,5,31.275,186,2,0
948,3,1,16.0,0,0,8.05,186,2,1
949,2,0,40.0,1,1,39.0,186,2,1
950,2,1,21.0,2,0,73.5,186,2,0
951,3,1,18.0,1,0,6.4958,186,2,0
952,3,1,6.0,3,1,21.075,186,2,0
953,1,1,-1.0,0,0,26.55,186,2,1
954,1,1,46.0,1,0,61.175,154,2,0
955,3,1,32.0,1,0,15.85,186,2,0
956,3,1,7.0,1,1,15.2458,186,0,1
957,2,0,50.0,0,0,10.5,186,2,1
958,1,0,35.0,1,0,90.0,113,2,1
959,3,1,18.0,1,0,14.4542,186,0,0
960,1,1,49.0,0,0,0.0,46,2,1
961,2,1,50.0,0,0,13.0,186,2,0
962,2,1,29.0,0,0,10.5,186,2,0
963,3,1,33.0,0,0,8.6542,186,2,0
964,3,1,28.0,1,0,15.85,186,2,0
965,2,1,30.0,1,0,21.0,186,2,0
966,1,1,-1.0,0,0,39.6,186,2,1
967,2,1,42.0,1,1,32.5,186,2,0
968,1,1,39.0,0,0,29.7,4,0,0
969,2,1,44.0,0,0,13.0,186,2,0
970,3,0,-1.0,0,0,7.8792,186,1,1
971,1,1,47.0,0,0,42.4,186,2,0
972,3,1,-1.0,0,0,7.75,186,1,1
973,3,1,42.0,0,0,8.6625,186,2,0
974,1,1,70.0,1,1,71.0,27,2,0
975,3,0,16.0,0,0,7.65,186,2,1
976,1,0,35.0,1,0,52.0,186,2,1
977,3,1,61.0,0,0,6.2375,186,2,0
978,1,0,35.0,0,0,135.6333,116,2,1
979,3,1,32.0,0,0,56.4958,186,2,1
980,3,1,9.0,5,2,46.9,186,2,0
981,1,1,17.0,0,0,47.1,186,2,0
982,3,1,-1.0,0,0,7.75,182,1,0
983,3,0,14.0,0,0,7.8542,186,2,0
984,1,1,28.0,1,0,82.1708,186,0,0
985,1,0,-1.0,0,0,27.7208,186,0,1
986,3,1,-1.0,0,0,7.8875,186,2,1
987,2,0,24.0,1,1,37.0042,186,0,1
988,3,1,-1.0,0,0,15.5,186,1,0
989,2,1,34.0,0,0,13.0,143,2,1
990,1,1,-1.0,0,0,0.0,22,2,0
991,1,0,30.0,0,0,106.425,186,0,1
992,3,0,22.0,1,1,12.2875,186,2,1
993,3,0,5.0,2,1,19.2583,186,0,1
994,1,0,39.0,1,1,79.65,170,2,1
995,3,1,26.0,0,0,7.8792,186,1,0
996,2,1,30.0,0,0,13.0,186,2,0
997,3,0,18.0,0,0,7.4958,186,2,1
998,3,1,22.0,0,0,8.05,186,2,0
999,2,1,0.8333,1,1,18.75,186,2,1
1000,3,1,-1.0,0,0,56.4958,186,2,1
1001,3,1,41.0,0,0,7.85,186,2,0
1002,3,1,7.0,4,1,39.6875,186,2,0
1003,2,1,43.0,1,1,26.25,186,2,0
1004,2,1,24.0,0,0,10.5,186,2,0
1005,3,1,-1.0,0,0,7.8958,186,2,0
1006,3,1,19.0,0,0,7.65,179,2,0
1007,3,0,-1.0,1,0,15.5,186,1,0
1008,3,1,19.0,0,0,7.8958,186,2,0
1009,3,1,-1.0,0,0,7.8958,186,2,0
1010,3,1,26.0,0,0,7.8958,186,2,0
1011,1,0,24.0,0,0,69.3,33,0,1
1012,3,0,29.0,0,0,7.925,186,2,0
1013,3,1,34.5,0,0,7.8292,186,1,0
1014,3,0,4.0,1,1,16.7,184,2,1
1015,3,0,9.0,4,2,31.275,186,2,0
1016,1,0,22.0,1,0,66.6,78,2,1
1017,3,1,1.0,5,2,46.9,186,2,0
1018,2,1,-1.0,0,0,0.0,186,2,0
1019,3,0,24.0,0,3,19.2583,186,0,1
1020,2,0,24.0,0,2,14.5,186,2,1
1021,3,0,19.0,1,0,16.1,186,2,0
1022,3,1,44.0,0,0,8.05,186,2,0
1023,3,1,23.0,0,0,7.8542,186,2,0
1024,3,1,22.0,0,0,7.7958,186,2,0
1025,3,1,26.0,1,0,14.4542,186,0,0
1026,3,0,9.0,1,1,15.2458,186,0,1
1027,3,1,25.0,0,0,9.5,186,2,1
1028,3,0,30.0,0,0,6.95,186,1,1
1029,3,1,27.0,0,0,7.7958,186,2,1
1030,1,1,17.0,0,2,110.8833,101,0,1
1031,1,0,43.0,0,1,211.3375,31,2,1
1032,3,1,32.5,0,0,9.5,186,2,0
1033,3,1,21.0,2,0,24.15,186,2,0
1034,3,0,26.0,0,0,7.925,186,2,1
1035,3,1,42.0,0,0,7.65,178,2,0
1036,2,1,16.0,0,0,10.5,186,2,0
1037,3,0,28.0,1,1,14.4,186,2,0
1038,3,0,41.0,0,5,39.6875,186,2,0
1039,1,0,36.0,0,2,71.0,27,2,1
1040,3,1,36.0,0,0,7.25,186,2,0
1041,3,0,22.0,1,0,13.9,186,2,1
1042,1,1,28.0,0,0,26.55,92,2,1
1043,3,1,30.0,0,0,7.2292,186,0,0
1044,3,1,27.0,0,0,7.225,186,0,0
1045,2,1,-1.0,0,0,0.0,186,2,0
1046,3,0,-1.0,1,0,15.5,186,1,1
1047,3,0,1.0,1,1,16.7,184,2,1
1048,3,1,40.0,0,0,7.225,186,0,0
1049,3,0,40.0,1,0,9.475,186,2,0
1050,1,0,45.0,1,0,52.5542,122,2,1
1051,1,0,24.0,0,0,49.5042,110,0,1
1052,3,0,-1.0,3,1,25.4667,186,2,0
1053,2,0,36.0,0,0,13.0,117,2,1
1054,2,1,43.0,0,1,21.0,186,2,0
1055,2,1,41.0,0,0,15.0458,186,0,0
1056,3,1,36.5,1,0,17.4,186,2,1
1057,2,0,33.0,1,2,27.75,186,2,1
1058,3,0,-1.0,1,0,24.15,186,1,1
1059,3,0,-1.0,1,0,16.1,186,2,1
1060,3,0,6.0,4,2,31.275,186,2,0
1061,2,1,35.0,0,0,10.5,186,2,0
1062,3,1,18.0,0,0,8.6625,186,2,0
1063,3,1,-1.0,2,0,21.6792,186,0,0
1064,1,0,39.0,0,0,108.9,64,0,1
1065,3,1,-1.0,0,0,7.75,186,1,0
1066,3,0,-1.0,1,0,14.4583,186,0,0
1067,3,1,23.5,0,0,7.2292,186,0,0
1068,1,0,42.0,0,0,227.525,186,0,1
1069,3,1,36.0,0,0,7.8958,186,2,0
1070,3,1,-1.0,0,0,7.05,186,2,1
1071,2,0,24.0,1,0,27.7208,186,0,1
1072,3,1,34.0,0,0,6.4958,186,2,0
1073,3,1,19.0,0,0,8.05,186,2,0
1074,3,0,18.0,0,0,7.8792,186,1,0
1075,3,0,5.0,4,2,31.3875,186,2,1
1076,3,1,-1.0,0,0,7.8958,186,0,0
1077,2,1,21.0,0,0,13.0,186,2,0
1078,3,1,33.0,0,0,7.8958,186,2,0
1079,3,1,-1.0,0,0,7.7292,186,1,0
1080,2,1,33.0,0,0,12.275,186,2,0
1081,3,1,-1.0,0,0,7.2292,186,0,0
1082,2,1,36.0,0,0,13.0,186,2,0
1083,2,0,17.0,0,0,12.0,186,0,1
1084,1,1,49.0,1,1,110.8833,99,0,0
1085,3,1,-1.0,1,0,14.4583,186,0,0
1086,3,1,-1.0,2,0,21.6792,186,0,0
1087,2,0,28.0,0,0,13.0,186,2,1
1088,3,0,-1.0,0,0,7.75,186,1,1
1089,3,1,-1.0,0,0,8.05,186,2,0
1090,3,1,28.0,0,0,7.7958,186,2,0
1091,2,1,36.0,0,0,12.875,117,0,0
1092,1,0,35.0,0,0,512.3292,186,0,1
1093,3,0,25.0,1,0,7.925,186,2,0
1094,1,1,38.0,1,0,90.0,113,2,1
1095,3,0,23.0,0,0,8.6625,186,2,0
1096,1,1,-1.0,0,0,35.0,74,2,0
1097,1,1,-1.0,0,0,42.4,186,2,0
1098,1,0,76.0,1,0,78.85,87,2,1
1099,3,1,16.0,1,1,20.25,186,2,0
1100,3,1,-1.0,0,0,7.225,186,0,0
1101,3,1,33.0,0,0,8.6625,186,0,0
1102,3,0,31.0,0,0,7.8542,186,2,0
1103,1,1,46.0,0,0,79.2,186,0,0
1104,3,1,16.0,0,0,7.775,186,2,0
1105,1,1,51.0,0,0,26.55,151,2,1
1106,3,1,-1.0,0,0,24.15,186,1,0
1107,1,0,38.0,0,0,227.525,86,0,1
1108,1,0,51.0,0,1,39.4,127,2,1
1109,1,1,47.0,0,0,34.0208,138,2,0
1110,1,1,46.0,0,0,75.2417,96,0,0
1111,2,1,51.0,0,0,12.525,186,2,0
1112,1,1,30.0,1,2,151.55,79,2,0
1113,3,1,37.0,2,0,7.925,186,2,0
1114,3,1,19.0,0,0,10.1708,186,2,0
1115,3,0,-1.0,8,2,69.55,186,2,0
1116,3,1,-1.0,0,0,7.8958,186,2,0
1117,1,0,18.0,1,0,60.0,83,2,1
1118,3,0,45.0,0,0,7.75,186,2,0
1119,1,1,-1.0,0,0,26.0,186,2,1
1120,1,0,64.0,1,1,26.55,29,2,1
1121,1,1,-1.0,0,0,25.7417,186,0,1
1122,3,0,-1.0,2,0,23.25,186,1,1
1123,2,1,35.0,0,0,26.0,186,2,0
1124,3,0,27.0,1,0,7.925,186,2,0
1125,3,1,-1.0,0,0,7.8292,186,1,0
1126,1,0,2.0,1,2,151.55,79,2,0
1127,2,0,31.0,1,1,26.25,186,2,1
1128,3,1,28.0,0,0,22.525,186,2,0
1129,3,1,-1.0,0,0,7.25,186,2,0
1130,2,1,28.0,0,1,33.0,186,2,0
