id,pclass,sex,age,sibsp,parch,fare,cabin,embarked,survived
616,1,1,36.0,1,0,78.85,1,2,0
114,1,1,-1.0,0,0,25.925,0,2,0
417,3,1,24.0,0,0,7.7958,0,2,0
601,1,1,-1.0,0,0,26.0,1,2,0
604,3,1,32.0,0,0,7.5792,0,2,1
999,2,1,0.8333,1,1,18.75,0,2,1
89,1,1,40.0,0,0,0.0,1,2,0
987,2,0,24.0,1,1,37.0042,0,0,1
1252,2,1,35.0,0,0,12.35,0,1,0
753,2,1,-1.0,0,0,15.0458,1,0,0
498,3,1,13.0,4,2,31.3875,0,2,0
1037,3,0,28.0,1,1,14.4,0,2,0
1043,3,1,30.0,0,0,7.2292,0,0,0
1041,3,0,22.0,1,0,13.9,0,2,1
11,3,1,28.5,0,0,7.2292,0,0,0
396,3,1,24.0,0,0,9.5,0,2,0
899,3,1,44.0,0,1,16.1,0,2,0
555,1,1,51.0,0,1,61.3792,0,0,0
42,3,1,-1.0,8,2,69.55,0,2,0
841,3,1,20.0,0,0,8.6625,0,2,0
167,2,1,34.0,1,0,26.0,0,2,0
416,3,1,24.0,1,0,16.1,0,2,0
576,3,1,21.0,0,0,7.775,0,2,1
834,3,1,33.0,0,0,7.8542,0,2,0
267,3,1,-1.0,0,0,7.225,0,0,0
967,2,1,42.0,1,1,32.5,0,2,0
426,3,0,21.0,1,0,9.825,0,2,0
690,2,0,28.0,1,0,24.0,0,0,1
544,3,1,18.0,0,0,7.775,0,2,0
1226,2,1,26.0,0,0,10.5,0,2,0
674,2,1,23.0,0,0,13.0,0,2,0
689,2,1,61.0,0,0,12.35,0,1,0
1269,2,1,63.0,1,0,26.0,0,2,0
851,2,0,24.0,2,3,18.75,0,2,1
1281,3,0,-1.0,0,2,22.3583,0,0,1
159,1,0,29.0,0,0,221.7792,1,2,1
1303,3,1,-1.0,0,0,8.05,0,2,0
257,3,0,22.0,0,0,39.6875,0,2,0
1097,1,1,-1.0,0,0,42.4,0,2,0
335,2,1,49.0,1,2,65.0,0,2,0
1230,2,0,32.0,0,0,13.0,0,2,1
15,1,1,11.0,1,2,120.0,1,2,1
515,3,0,30.0,0,0,12.475,0,2,1
324,1,1,27.0,0,0,76.7292,1,0,1
768,3,0,-1.0,0,0,7.8792,0,1,1
607,2,0,24.0,1,2,65.0,0,2,1
1219,2,1,28.0,0,0,10.5,0,2,0
944,3,1,47.0,0,0,9.0,0,2,0
1103,1,1,46.0,0,0,79.2,0,0,0
222,2,0,34.0,0,1,23.0,0,2,1
179,1,1,64.0,1,0,75.25,1,0,0
923,2,0,29.0,1,0,26.0,0,2,1
99,1,1,46.0,0,0,26.0,0,2,0
836,3,1,29.0,0,0,8.05,0,2,0
757,3,1,-1.0,0,0,7.2292,0,0,0
521,1,0,44.0,0,0,27.7208,1,0,1
761,3,0,21.0,0,0,7.65,0,2,1
22,1,1,61.0,0,0,33.5,1,2,0
356,3,1,-1.0,0,0,7.75,0,1,0
733,2,0,36.0,0,0,13.0,0,2,1
1087,2,0,28.0,0,0,13.0,0,2,1
1212,3,0,5.0,0,0,12.475,0,2,1
611,2,1,-1.0,0,0,15.5792,0,0,0
1114,3,1,19.0,0,0,10.1708,0,2,0
340,3,0,-1.0,0,0,7.6292,0,1,0
431,1,1,-1.0,0,0,31.0,0,2,0
952,3,1,6.0,3,1,21.075,0,2,0
217,1,0,33.0,1,0,90.0,1,1,1
203,1,1,47.0,1,0,227.525,1,0,0
1055,2,1,41.0,0,0,15.0458,0,0,0
1066,3,0,-1.0,1,0,14.4583,0,0,0
93,1,0,51.0,1,0,77.9583,1,2,1
1255,1,0,45.0,0,1,63.3583,1,0,1
68,1,0,49.0,1,0,76.7292,1,0,1
1143,2,1,21.0,0,0,73.5,0,2,0
284,3,1,45.0,0,0,8.05,0,2,1
696,3,0,-1.0,0,0,7.8792,0,1,0
85,1,1,47.0,0,0,25.5875,1,2,0
434,3,1,-1.0,0,0,7.75,0,1,0
950,2,1,21.0,2,0,73.5,0,2,0
153,3,0,37.0,0,0,7.75,0,1,0
75,3,0,-1.0,3,1,25.4667,0,2,0
1138,1,0,35.0,1,0,83.475,1,2,1
1307,3,1,47.0,0,0,7.25,0,2,0
789,3,1,51.0,0,0,7.0542,0,2,0
580,1,0,54.0,1,0,78.2667,1,0,1
446,1,1,52.0,1,1,79.65,1,2,0
703,3,1,22.0,0,0,7.8958,0,2,0
188,3,0,-1.0,0,0,7.8292,0,1,1
271,2,0,20.0,2,1,23.0,0,2,1
1101,3,1,33.0,0,0,8.6625,0,0,0
884,1,1,42.0,0,0,26.55,1,2,0
236,3,1,32.0,0,0,8.3625,0,2,0
487,1,1,28.0,0,0,47.1,0,2,0
1263,3,1,11.0,5,2,46.9,0,2,0
559,1,0,64.0,0,2,83.1583,1,0,1
117,3,1,-1.0,0,0,7.8958,0,2,0
637,1,0,24.0,0,0,69.3,1,0,1
1177,1,0,48.0,0,0,25.9292,1,2,1
801,2,0,19.0,0,0,26.0,0,2,1
750,1,0,31.0,1,0,113.275,1,0,1
512,3,0,48.0,1,3,34.375,0,2,0
633,2,0,17.0,0,0,10.5,0,2,1
938,3,0,26.0,1,0,16.1,0,2,0
1111,2,1,51.0,0,0,12.525,0,2,0
907,3,1,39.0,0,0,24.15,0,2,0
1248,3,0,0.1667,1,2,20.575,0,2,1
126,1,0,-1.0,0,0,79.2,0,0,1
790,3,0,36.0,0,2,12.1833,0,2,0
829,3,1,41.0,2,0,14.1083,0,2,0
116,2,1,31.0,1,1,26.25,0,2,0
473,1,0,33.0,0,0,86.5,1,2,1
740,3,1,28.0,0,0,7.8542,0,2,0
1106,3,1,-1.0,0,0,24.15,0,1,0
57,1,0,38.0,0,0,80.0,1,3,1
603,3,1,-1.0,0,0,14.4583,0,0,0
786,3,1,-1.0,1,1,15.2458,0,0,1
830,1,1,30.0,0,0,27.75,1,0,0
119,3,1,23.0,0,0,7.8958,0,2,0
656,3,1,20.0,0,0,7.8542,0,2,0
1052,3,0,-1.0,3,1,25.4667,0,2,0
669,3,1,11.5,1,1,14.5,0,2,0
105,3,1,-1.0,0,0,8.05,0,2,0
635,3,0,15.0,0,0,8.0292,0,1,1
369,2,1,23.0,0,0,10.5,0,2,0
268,2,0,5.0,1,2,27.75,0,2,1
655,3,1,36.0,1,0,15.55,0,2,0
819,2,0,30.0,0,0,13.0,0,2,0
935,2,1,2.0,1,1,23.0,0,2,1
822,1,1,19.0,3,2,263.0,1,2,0
1166,3,1,4.0,1,1,11.1333,0,2,1
46,1,1,31.0,0,0,50.4958,1,2,0
349,1,1,36.0,1,2,120.0,1,2,1
1305,3,1,21.0,0,0,7.7958,0,2,1
876,1,1,37.0,1,1,52.5542,1,2,1
773,3,1,25.0,0,0,7.05,0,2,0
195,3,0,-1.0,0,0,7.75,0,1,1
102,1,1,-1.0,0,0,0.0,0,2,0
4,3,0,47.0,1,0,14.5,0,2,0
619,3,1,32.0,0,0,7.925,0,2,0
571,3,0,29.0,1,1,10.4625,1,2,0
52,3,1,48.0,0,0,7.8542,0,2,0
263,3,0,35.0,0,0,7.75,0,1,0
1193,2,1,41.0,0,0,13.0,0,2,0
443,3,1,-1.0,0,0,8.05,0,2,0
1091,2,1,36.0,0,0,12.875,1,0,0
782,2,1,34.0,0,0,13.0,0,2,0
837,3,0,-1.0,0,0,7.75,0,1,1
1015,3,0,9.0,4,2,31.275,0,2,0
691,3,1,40.0,1,5,31.3875,0,2,0
304,3,1,40.0,0,0,7.8958,0,2,0
341,2,1,-1.0,0,0,15.05,0,0,0
1031,1,0,43.0,0,1,211.3375,1,2,1
313,2,1,30.0,1,1,26.0,0,2,0
149,1,1,55.0,1,1,93.5,1,2,0
124,1,1,24.0,0,0,79.2,1,0,0
1216,1,0,23.0,0,1,83.1583,1,0,1
574,3,1,20.0,0,0,8.05,0,2,0
697,3,0,30.5,0,0,7.75,0,1,0
664,3,0,31.0,1,0,18.0,0,2,0
50,3,0,-1.0,0,0,7.7375,0,1,1
1191,3,0,18.0,0,0,7.775,0,2,1
958,1,0,35.0,1,0,90.0,1,2,1
726,2,0,24.0,1,0,26.0,0,2,1
799,2,1,20.0,0,0,13.8625,1,0,1
833,3,0,18.0,0,0,8.05,0,2,1
353,3,1,-1.0,0,0,8.4583,0,1,0
1256,3,0,20.0,0,0,8.6625,0,2,0
142,1,1,45.0,1,0,83.475,1,2,0
470,3,1,13.0,0,2,20.25,0,2,0
882,2,0,29.0,0,2,23.0,0,2,1
971,1,1,47.0,0,0,42.4,0,2,0
653,1,1,50.0,2,0,133.65,0,2,1
399,1,1,48.0,1,0,52.0,1,2,1
511,3,1,36.0,0,0,0.0,0,2,0
1253,2,0,22.0,1,2,41.5792,0,0,1
320,1,0,33.0,0,0,27.7208,1,0,1
19,2,0,18.0,1,1,13.0,0,2,0
684,3,0,-1.0,0,0,8.05,0,2,1
35,2,1,30.0,1,0,24.0,0,0,0
824,2,1,34.0,1,0,21.0,0,2,0
902,1,1,42.0,0,0,42.5,1,2,0
505,3,1,26.0,0,0,8.05,0,2,0
827,1,0,30.0,0,0,31.0,0,0,1
1171,3,0,8.0,3,1,21.075,0,2,0
407,3,1,27.0,0,0,7.8958,0,2,0
920,2,1,-1.0,0,0,0.0,0,2,0
817,3,1,-1.0,0,0,7.225,0,0,0
866,1,0,49.0,0,0,25.9292,1,2,1
537,3,1,21.0,0,0,7.925,0,2,0
758,2,1,40.0,1,0,26.0,0,2,0
1168,2,1,19.0,0,0,13.0,0,2,0
1048,3,1,40.0,0,0,7.225,0,0,0
38,3,1,25.0,0,0,0.0,0,2,1
175,3,1,1.0,1,2,20.575,0,2,1
245,3,0,36.0,0,2,15.9,0,2,1
810,3,1,-1.0,0,0,7.8958,0,2,0
1185,1,1,-1.0,0,0,52.0,1,2,0
1115,3,0,-1.0,8,2,69.55,0,2,0
1088,3,0,-1.0,0,0,7.75,0,1,1
784,2,1,0.8333,0,2,29.0,0,2,1
489,3,1,26.0,0,0,7.775,0,2,1
154,3,0,23.0,0,0,7.8542,0,2,1
961,2,1,50.0,0,0,13.0,0,2,0
853,3,1,30.0,0,0,7.8958,0,2,0
625,1,1,54.0,1,0,55.4417,1,0,1
685,3,1,22.0,0,0,9.0,0,2,0
569,2,0,22.0,0,0,10.5,1,2,1
1247,3,0,-1.0,0,0,14.5,0,2,0
17,3,0,-1.0,3,1,25.4667,0,2,0
127,2,0,41.0,0,1,19.5,0,2,1
927,3,1,21.0,0,0,16.1,0,2,0
980,3,1,9.0,5,2,46.9,0,2,0
1284,2,0,23.0,0,0,13.7917,1,0,1
190,1,1,47.0,0,0,38.5,1,2,0
992,3,0,22.0,1,1,12.2875,0,2,1
1278,3,0,22.0,0,0,10.5167,0,2,0
606,2,1,29.0,1,0,21.0,0,2,0
180,3,1,31.0,0,0,7.925,0,2,1
301,3,1,-1.0,0,0,7.55,0,2,0
496,1,0,23.0,1,0,82.2667,1,2,1
1131,3,1,-1.0,2,0,23.25,0,1,1
1085,3,1,-1.0,1,0,14.4583,0,0,0
517,1,0,36.0,0,0,135.6333,1,0,1
476,3,0,11.0,4,2,31.275,0,2,0
157,3,1,10.0,4,1,29.125,0,1,0
16,2,1,39.0,0,0,13.0,0,2,0
546,1,0,-1.0,0,1,55.0,1,2,1
658,3,0,47.0,1,0,7.0,0,2,1
1075,3,0,5.0,4,2,31.3875,0,2,1
1019,3,0,24.0,0,3,19.2583,0,0,1
1099,3,1,16.0,1,1,20.25,0,2,0
959,3,1,18.0,1,0,14.4542,0,0,0
1232,2,1,18.0,0,0,73.5,0,2,0
283,1,0,16.0,0,1,57.9792,1,0,1
797,3,1,7.0,4,1,29.125,0,1,0
225,3,1,18.0,0,0,8.3,0,2,0
26,3,1,16.0,0,0,9.5,0,2,0
437,3,1,23.0,0,0,7.7958,0,2,1
1272,3,1,25.0,1,0,7.775,0,2,1
229,3,1,15.0,1,1,7.2292,0,0,0
37,1,0,-1.0,1,0,89.1042,1,0,1
749,3,0,35.0,1,1,20.25,0,2,1
1045,2,1,-1.0,0,0,0.0,0,2,0
469,3,0,1.0,1,1,12.1833,0,2,0
1120,1,0,64.0,1,1,26.55,1,2,1
1286,3,0,26.0,0,0,7.8542,0,2,1
687,2,1,24.0,2,0,73.5,0,2,0
1202,3,1,18.0,1,1,20.2125,0,2,0
639,3,1,38.0,0,0,8.6625,0,2,0
1134,2,1,26.0,1,1,29.0,0,2,1
1304,3,0,23.0,0,0,7.55,0,2,1
1188,1,0,50.0,1,1,211.5,1,0,1
800,3,0,-1.0,0,0,7.7875,0,1,1
160,3,1,25.0,0,0,7.925,0,2,0
956,3,1,7.0,1,1,15.2458,0,0,1
821,3,1,21.0,0,0,8.05,0,2,0
1113,3,1,37.0,2,0,7.925,0,2,0
877,3,1,23.0,0,0,7.05,0,2,0
913,1,0,25.0,1,2,151.55,1,2,0
152,2,0,4.0,2,1,39.0,1,2,1
1197,3,0,20.0,0,0,7.8542,0,2,0
509,2,1,29.0,1,0,26.0,0,2,0
1100,3,1,-1.0,0,0,7.225,0,0,0
103,3,1,40.0,1,1,15.5,0,1,0
586,3,1,-1.0,1,0,7.75,0,1,0
1160,2,1,3.0,1,1,26.0,1,2,1
53,1,1,28.0,0,0,35.5,1,2,1
151,3,1,39.0,0,0,7.925,0,2,0
403,1,1,56.0,0,0,26.55,0,2,0
207,2,0,27.0,1,0,21.0,0,2,0
1300,1,1,34.0,0,0,26.55,0,2,1
8,3,0,14.5,1,0,14.4542,0,0,0
1014,3,0,4.0,1,1,16.7,1,2,1
1060,3,0,6.0,4,2,31.275,0,2,0
452,3,0,24.0,1,0,15.85,0,2,1
253,3,0,30.0,0,0,8.6625,0,2,0
896,3,0,33.0,1,2,20.575,0,2,1
1145,3,0,-1.0,1,2,23.45,0,2,0
880,3,0,21.0,0,0,7.75,0,1,0
1236,2,1,-1.0,0,0,0.0,0,2,0
623,3,1,-1.0,0,0,8.05,0,2,0
345,3,1,34.0,0,0,8.05,0,2,0
1308,2,0,29.0,1,0,26.0,0,2,1
262,2,1,42.0,0,0,13.0,0,2,1
150,1,0,36.0,0,0,31.6792,1,0,0
472,2,1,24.0,0,0,13.0,0,2,0
640,3,0,-1.0,0,0,7.75,0,1,0
1296,3,1,22.0,0,0,7.225,0,0,1
1233,2,1,26.0,0,0,13.0,0,2,0
550,1,0,23.0,1,0,113.275,1,0,1
928,3,1,-1.0,2,0,21.6792,0,0,0
488,2,0,30.0,1,0,13.8583,0,0,1
1181,3,1,-1.0,0,0,7.7375,0,1,0
146,3,1,33.0,0,0,7.8958,0,0,0
402,1,0,37.0,1,0,90.0,1,1,1
954,1,1,46.0,1,0,61.175,1,2,0
1228,3,1,20.0,0,0,4.0125,0,0,0
659,3,1,24.0,0,0,7.4958,0,2,0
463,3,1,-1.0,0,0,7.8958,0,2,0
186,3,1,3.0,1,1,15.9,0,2,1
608,2,1,31.0,0,0,10.5,0,2,0
143,2,1,32.5,1,0,30.0708,0,0,0
751,3,0,-1.0,1,0,15.5,0,1,1
981,1,1,17.0,0,0,47.1,0,2,0
197,2,0,19.0,0,0,13.0,0,2,1
883,3,1,-1.0,0,0,7.0,0,2,0
279,3,0,18.0,0,0,7.2292,0,0,1
293,3,0,-1.0,0,0,7.2292,0,0,1
1189,3,0,30.0,1,0,15.55,0,2,0
400,1,0,31.0,0,0,134.5,1,0,1
122,1,1,36.0,0,1,512.3292,1,0,1
202,3,1,-1.0,0,0,9.5,0,2,0
835,1,0,15.0,0,1,211.3375,1,2,1
246,2,1,28.0,0,0,10.5,0,2,0
1243,1,0,45.0,0,1,59.4,0,0,1
1231,3,1,21.0,0,0,7.8958,0,2,0
384,1,1,45.0,1,1,134.5,1,0,1
854,1,1,30.0,0,0,26.0,1,2,0
219,1,1,58.0,0,2,113.275,1,0,0
641,3,1,-1.0,1,0,15.5,0,1,0
1,1,1,54.0,0,1,77.2875,1,2,0
112,1,0,27.0,1,2,52.0,1,2,1
698,1,0,48.0,1,3,262.375,1,0,1
1250,2,1,50.0,1,0,26.0,0,2,0
951,3,1,18.0,1,0,6.4958,0,2,0
1153,2,0,48.0,1,2,65.0,0,2,1
1179,3,1,22.0,0,0,7.775,0,2,0
441,1,0,31.0,0,2,164.8667,1,2,1
1136,3,1,38.0,0,0,7.8958,0,2,0
663,3,0,24.0,0,0,7.75,0,1,0
1196,3,1,16.0,4,1,39.6875,0,2,0
317,2,1,26.0,0,0,13.0,1,2,0
648,3,1,-1.0,0,0,7.75,0,1,0
709,2,1,25.0,0,0,10.5,0,2,0
972,3,1,-1.0,0,0,7.75,0,1,1
627,1,1,-1.0,0,0,39.6,0,0,0
632,3,1,4.0,4,1,29.125,0,1,0
1276,2,1,-1.0,0,0,13.8625,0,0,1
1207,3,1,-1.0,1,1,15.2458,0,0,1
795,3,1,30.0,0,0,9.5,0,2,1
645,3,1,-1.0,0,0,6.4375,0,0,0
1012,3,0,29.0,0,0,7.925,0,2,0
556,3,1,32.0,0,0,7.8958,0,2,0
681,2,1,30.0,0,0,13.0,0,2,0
577,1,1,45.0,0,0,26.55,0,2,1
1109,1,1,47.0,0,0,34.0208,1,2,0
524,3,0,23.0,0,0,7.925,0,2,0
1059,3,0,-1.0,1,0,16.1,0,2,1
540,3,0,-1.0,0,0,8.05,0,2,0
748,3,0,-1.0,1,2,23.45,0,2,0
1210,3,1,43.0,0,0,8.05,0,2,0
484,3,1,-1.0,0,0,56.4958,0,2,0
95,3,0,-1.0,0,0,7.225,0,0,1
1020,2,0,24.0,0,2,14.5,0,2,1
563,3,1,24.5,0,0,8.05,0,2,0
742,3,1,24.0,0,0,7.25,0,1,0
863,3,0,28.0,0,0,7.775,0,2,0
891,2,0,40.0,0,0,13.0,0,2,1
1038,3,0,41.0,0,5,39.6875,0,2,0
206,3,0,18.0,0,0,9.8417,0,2,1
392,3,1,25.0,0,0,7.225,0,0,0
794,3,0,33.0,3,0,15.85,0,2,1
870,3,1,-1.0,0,0,7.75,0,1,0
397,3,1,-1.0,0,0,7.05,0,2,0
766,3,1,-1.0,0,0,7.8792,0,1,0
1200,3,1,22.0,0,0,7.8958,0,2,0
1028,3,0,30.0,0,0,6.95,0,1,1
642,2,1,18.0,0,0,10.5,0,2,0
612,3,1,24.0,0,0,7.1417,0,2,1
960,1,1,49.0,0,0,0.0,1,2,1
725,1,1,21.0,0,1,77.2875,1,2,0
683,3,0,-1.0,0,0,7.8792,0,1,1
98,3,1,27.0,0,0,8.6625,0,2,0
804,3,0,18.0,0,1,14.4542,0,0,0
406,1,0,30.0,0,0,164.8667,1,2,1
502,3,1,39.0,0,2,7.2292,0,0,0
1071,2,0,24.0,1,0,27.7208,0,0,1
1056,3,1,36.5,1,0,17.4,0,2,1
929,3,1,-1.0,0,0,14.5,0,2,0
779,1,0,19.0,0,0,30.0,1,2,1
200,3,1,-1.0,1,0,7.75,0,1,0
134,2,1,66.0,0,0,10.5,0,2,0
1051,1,0,24.0,0,0,49.5042,1,0,1
40,3,1,31.0,3,0,18.0,0,2,0
1017,3,1,1.0,5,2,46.9,0,2,0
230,1,1,65.0,0,1,61.9792,1,0,0
378,2,1,-1.0,0,0,12.875,0,2,0
288,3,1,24.0,0,0,8.05,0,2,0
418,3,1,33.0,1,1,20.525,0,2,0
391,1,1,61.0,1,3,262.375,1,0,0
592,3,1,32.0,0,0,7.925,0,2,1
1162,1,1,27.0,1,0,136.7792,1,0,0
1086,3,1,-1.0,2,0,21.6792,0,0,0
647,1,0,53.0,0,0,27.4458,0,0,1
1152,3,0,19.0,1,0,7.8542,0,2,1
520,3,1,-1.0,0,0,6.8583,0,1,0
64,3,0,9.0,3,2,27.9,0,2,0
14,1,0,30.0,0,0,56.9292,1,0,1
1180,3,1,5.0,4,2,31.3875,0,2,0
1064,1,0,39.0,0,0,108.9,1,0,1
492,3,1,21.0,0,0,7.8208,0,1,1
379,3,0,29.0,0,2,15.2458,0,0,1
187,2,1,19.0,1,1,36.75,0,2,0
763,2,1,22.0,2,0,31.5,0,2,0
216,3,1,32.0,0,0,7.925,0,2,0
791,2,1,54.0,0,0,14.0,0,2,0
1076,3,1,-1.0,0,0,7.8958,0,0,0
878,3,1,-1.0,0,0,7.8792,0,2,0
337,2,0,27.0,0,0,10.5,1,2,1
719,3,1,21.0,0,0,8.4333,0,2,0
295,3,1,18.0,0,0,7.75,0,2,0
1016,1,0,22.0,1,0,66.6,1,2,1
455,3,0,-1.0,1,0,14.4542,0,0,0
815,3,1,-1.0,0,0,8.1125,0,2,1
269,3,1,-1.0,0,0,7.2292,0,0,0
995,3,1,26.0,0,0,7.8792,0,1,0
201,1,1,-1.0,0,0,30.0,1,2,1
161,2,1,28.0,0,0,26.0,0,2,0
729,3,1,26.0,1,0,7.8542,0,2,0
401,1,0,22.0,0,1,61.9792,1,0,1
702,3,1,20.0,1,0,7.925,0,2,1
1129,3,1,-1.0,0,0,7.25,0,2,0
565,2,1,21.0,1,0,11.5,0,2,0
1021,3,0,19.0,1,0,16.1,0,2,0
1025,3,1,26.0,1,0,14.4542,0,0,0
1104,3,1,16.0,0,0,7.775,0,2,0
205,3,0,-1.0,0,0,7.75,0,1,1
34,3,1,28.0,0,0,7.8958,0,2,0
775,3,1,24.0,0,0,7.8542,0,2,0
508,2,1,48.0,0,0,13.0,0,2,0
1289,1,0,26.0,0,0,78.85,0,2,1
91,3,1,9.0,0,1,3.1708,0,2,1
897,2,1,30.0,0,0,13.0,0,2,0
564,1,1,32.0,0,0,30.5,1,0,1
776,1,1,-1.0,0,0,227.525,0,0,0
241,2,0,28.0,1,0,26.0,0,2,1
13,1,0,48.0,1,0,39.6,1,0,1
315,3,1,26.0,1,2,20.575,0,2,0
600,3,1,31.0,0,0,7.775,0,2,0
387,1,0,28.0,3,2,263.0,1,2,1
166,2,1,30.0,0,0,13.0,0,2,0
840,3,1,17.0,1,1,7.2292,0,0,0
20,2,1,-1.0,0,0,0.0,0,2,0
646,3,1,35.0,0,0,7.05,0,2,0
1154,2,0,28.0,0,0,13.0,0,2,1
831,3,1,-1.0,0,0,8.05,0,2,0
1267,2,1,46.0,0,0,26.0,0,2,0
562,2,1,25.0,0,0,13.0,0,2,0
1275,3,1,-1.0,0,0,8.05,0,2,0
686,1,1,60.0,0,0,26.55,0,2,0
957,2,0,50.0,0,0,10.5,0,2,1
189,2,1,19.0,0,0,10.5,0,2,0
975,3,0,16.0,0,0,7.65,0,2,1
699,3,1,25.0,0,0,7.7958,0,2,1
510,3,1,22.0,0,0,8.05,0,2,0
1082,2,1,36.0,0,0,13.0,0,2,0
474,2,1,19.0,0,0,10.5,0,2,0
856,3,1,-1.0,0,0,7.8958,0,2,0
747,1,1,29.0,1,0,66.6,1,2,0
252,3,1,10.0,3,2,27.9,0,2,0
21,1,1,41.0,0,0,30.5,1,2,0
459,1,0,52.0,1,1,93.5,1,2,1
1184,3,0,22.0,0,0,9.8375,0,2,0
276,3,0,1.0,0,2,15.7417,0,0,1
955,3,1,32.0,1,0,15.85,0,2,0
1215,1,1,37.0,1,0,53.1,1,2,0
385,3,0,31.0,1,1,20.525,0,2,1
805,3,1,19.0,0,0,8.1583,0,2,0
343,2,1,17.0,0,0,73.5,0,2,0
769,3,1,24.0,0,0,7.775,0,2,0
130,3,1,-1.0,0,0,56.4958,0,2,1
871,3,1,14.0,4,1,39.6875,0,2,0
1123,2,1,35.0,0,0,26.0,0,2,0
87,3,1,21.0,0,0,8.05,0,2,0
330,1,0,43.0,1,0,55.4417,1,0,1
1238,3,1,-1.0,0,0,7.2292,0,0,0
466,1,1,42.0,0,0,26.55,0,2,0
121,3,1,42.0,0,1,8.4042,0,2,0
1044,3,1,27.0,0,0,7.225,0,0,0
1095,3,0,23.0,0,0,8.6625,0,2,0
1130,2,1,28.0,0,1,33.0,0,2,0
1294,3,0,-1.0,1,9,69.55,0,2,0
860,1,1,32.5,0,0,211.5,1,0,0
1126,1,0,2.0,1,2,151.55,1,2,0
